sample_offset_s,node,seq,node_us,sync_us,rx_us,yaw_cd,pitch_cd,roll_cd,x_mm,y_mm,z_mm,gaps
0.416570,2,0,5531000,11281000,11291000,-1800,-900,-900,-600,-600,-600,0
0.417221,1,66,8804000,11281000,11292000,642,618,222,126,258,546,0
0.426650,2,1,5541000,11291000,11301000,-1763,-877,-883,-589,-587,-581,0
0.427289,1,67,8814000,11291000,11302000,679,641,239,137,271,527,0
0.436656,2,2,5551000,11301000,11311000,-1726,-854,-866,-578,-574,-562,0
0.437284,1,68,8824000,11301000,11312000,716,664,256,148,284,508,0
0.446932,2,3,5561000,11310000,11321000,-1689,-831,-849,-567,-561,-543,0
0.447658,1,69,8834000,11311000,11322000,753,687,273,159,297,489,0
0.456829,2,4,5571000,11320000,11331000,-1652,-808,-832,-556,-548,-524,0
0.457469,1,70,8844000,11321000,11333000,790,710,290,170,310,470,0
0.467079,2,5,5581000,11330000,11342000,-1615,-785,-815,-545,-535,-505,0
0.467699,1,71,8854000,11331000,11343000,827,733,307,181,323,451,0
0.477225,2,6,5592000,11341000,11352000,-1578,-762,-798,-534,-522,-486,0
0.477846,1,72,8864000,11341000,11353000,864,756,324,192,336,432,0
0.488159,2,7,5602000,11352000,11362000,-1541,-739,-781,-523,-509,-467,0
0.488828,1,73,8875000,11352000,11363000,901,779,341,203,349,413,0
0.497461,2,8,5612000,11362000,11372000,-1504,-716,-764,-512,-496,-448,0
0.498111,1,74,8885000,11362000,11373000,938,802,358,214,362,394,0
0.507672,2,9,5622000,11372000,11382000,-1467,-693,-747,-501,-483,-429,0
0.508319,1,75,8895000,11372000,11383000,975,825,375,225,375,375,0
0.517603,2,10,5632000,11381000,11392000,-1430,-670,-730,-490,-470,-410,0
0.518302,1,76,8905000,11382000,11393000,1012,848,392,236,388,356,0
0.528074,2,11,5642000,11391000,11402000,-1393,-647,-713,-479,-457,-391,0
0.528666,1,77,8915000,11392000,11404000,1049,871,409,247,401,337,0
0.538065,2,12,5652000,11401000,11413000,-1356,-624,-696,-468,-444,-372,0
0.538666,1,78,8925000,11402000,11414000,1086,894,426,258,414,318,0
0.548313,1,79,8935000,11413000,11423000,1123,883,443,269,427,299,0
0.548984,2,13,5663000,11412000,11424000,-1319,-601,-679,-457,-431,-353,0
0.558190,1,80,8945000,11422000,11433000,1160,860,460,280,440,280,0
0.558896,2,14,5673000,11423000,11434000,-1282,-578,-662,-446,-418,-334,0
0.568521,1,81,8956000,11433000,11443000,1197,837,477,291,453,261,0
0.569191,2,15,5683000,11433000,11444000,-1245,-555,-645,-435,-405,-315,0
0.579218,2,16,5693000,11442000,11454000,-1208,-532,-628,-424,-392,-296,0
0.579954,1,82,8966000,11443000,11455000,1234,814,494,302,466,242,0
0.589276,2,17,5704000,11453000,11464000,-1171,-509,-611,-413,-379,-277,0
0.590022,1,83,8976000,11452000,11465000,1271,791,511,313,479,223,0
0.599377,2,18,5714000,11464000,11474000,-1134,-486,-594,-402,-366,-258,0
0.600060,1,84,8987000,11464000,11475000,1308,768,528,324,492,204,0
0.609350,2,19,5724000,11474000,11484000,-1097,-463,-577,-391,-353,-239,0
0.610001,1,85,8997000,11474000,11485000,1345,745,545,335,505,185,0
0.619519,2,20,5734000,11484000,11494000,-1060,-440,-560,-380,-340,-220,0
0.620130,1,86,9007000,11484000,11495000,1382,722,562,346,518,166,0
0.629583,2,21,5744000,11493000,11504000,-1023,-417,-543,-369,-327,-201,0
0.630249,1,87,9017000,11494000,11505000,1419,699,579,357,531,147,0
0.639868,2,22,5754000,11503000,11514000,-986,-394,-526,-358,-314,-182,0
0.640480,1,88,9027000,11504000,11516000,1456,676,596,368,544,128,0
0.650117,2,23,5764000,11513000,11525000,-949,-371,-509,-347,-301,-163,0
0.650734,1,89,9037000,11514000,11526000,1493,653,613,379,557,109,0
0.660041,2,24,5774000,11523000,11535000,-912,-348,-492,-336,-288,-144,0
0.660640,1,90,9047000,11525000,11536000,1530,630,630,390,570,90,0
0.670210,2,25,5785000,11535000,11545000,-875,-325,-475,-325,-275,-125,0
0.670920,1,91,9057000,11534000,11546000,1567,607,647,401,583,71,0
0.680265,2,26,5795000,11545000,11555000,-838,-302,-458,-314,-262,-106,0
0.681075,1,92,9068000,11545000,11556000,1604,584,664,412,596,52,0
0.690435,2,27,5805000,11555000,11565000,-801,-279,-441,-303,-249,-87,0
0.691111,1,93,9078000,11555000,11566000,1641,561,681,423,591,33,0
0.700498,2,28,5815000,11565000,11575000,-764,-256,-424,-292,-236,-68,0
0.701206,1,94,9088000,11565000,11576000,1678,538,698,434,578,14,0
0.710790,2,29,5825000,11574000,11585000,-727,-233,-407,-281,-223,-49,0
0.711497,1,95,9098000,11575000,11586000,1715,515,715,445,565,-5,0
0.721020,2,30,5835000,11584000,11595000,-690,-210,-390,-270,-210,-30,0
0.721619,1,96,9108000,11585000,11597000,1752,492,732,456,552,-24,0
0.730985,2,31,5845000,11594000,11606000,-653,-187,-373,-259,-197,-11,0
0.731813,1,97,9118000,11595000,11607000,1789,469,749,467,539,-43,0
0.741226,2,32,5856000,11605000,11616000,-616,-164,-356,-248,-184,8,0
0.741868,1,98,9128000,11605000,11617000,1774,446,766,478,526,-62,0
0.751345,2,33,5866000,11616000,11626000,-579,-141,-339,-237,-171,27,0
0.752003,1,99,9139000,11616000,11627000,1737,423,783,489,513,-81,0
0.761429,2,34,5876000,11626000,11636000,-542,-118,-322,-226,-158,46,0
0.762080,1,100,9149000,11626000,11637000,1700,400,800,500,500,-100,0
0.771565,2,35,5886000,11636000,11646000,-505,-95,-305,-215,-145,65,0
0.772215,1,101,9159000,11636000,11647000,1663,377,817,511,487,-119,0
0.781811,2,36,5896000,11646000,11656000,-468,-72,-288,-204,-132,84,0
0.782429,1,102,9169000,11646000,11657000,1626,354,834,522,474,-138,0
0.792030,2,37,5906000,11655000,11666000,-431,-49,-271,-193,-119,103,0
0.792658,1,103,9179000,11656000,11668000,1589,331,851,533,461,-157,0
0.802093,1,104,9189000,11666000,11677000,1552,308,868,544,448,-176,0
0.802735,2,38,5917000,11666000,11678000,-394,-26,-254,-182,-106,122,0
0.812311,1,105,9199000,11675000,11687000,1515,285,885,555,435,-195,0
0.813157,2,39,5927000,11677000,11688000,-357,-3,-237,-171,-93,141,0
0.822344,1,106,9209000,11686000,11697000,1478,262,898,566,422,-214,0
0.822977,2,40,5937000,11687000,11698000,-320,20,-220,-160,-80,160,0
0.832931,2,41,5947000,11697000,11707000,-283,43,-203,-149,-67,179,0
0.833539,1,107,9220000,11697000,11709000,1441,239,881,577,409,-233,0
0.843067,2,42,5957000,11706000,11718000,-246,66,-186,-138,-54,198,0
0.843674,1,108,9230000,11707000,11719000,1404,216,864,588,396,-252,0
0.853279,2,43,5968000,11717000,11728000,-209,89,-169,-127,-41,217,0
0.853935,1,109,9240000,11717000,11729000,1367,193,847,599,383,-271,0
0.863508,2,44,5978000,11728000,11738000,-172,112,-152,-116,-28,236,0
0.864195,1,110,9251000,11728000,11739000,1330,170,830,590,370,-290,0
0.873308,2,45,5988000,11738000,11748000,-135,135,-135,-105,-15,255,0
0.873987,1,111,9261000,11738000,11749000,1293,147,813,579,357,-309,0
0.883535,2,46,5998000,11748000,11758000,-98,158,-118,-94,-2,274,0
0.884204,1,112,9271000,11748000,11759000,1256,124,796,568,344,-328,0
0.893585,2,47,6008000,11758000,11768000,-61,181,-101,-83,11,293,0
0.894260,1,113,9281000,11758000,11769000,1219,101,779,557,331,-347,0
0.903820,2,48,6018000,11767000,11778000,-24,204,-84,-72,24,312,0
0.904420,1,114,9291000,11768000,11779000,1182,78,762,546,318,-366,0
0.914004,2,49,6028000,11777000,11788000,13,227,-67,-61,37,331,0
0.914754,1,115,9301000,11778000,11790000,1145,55,745,535,305,-385,0
0.924186,2,50,6038000,11787000,11799000,50,250,-50,-50,50,350,0
0.924850,1,116,9311000,11788000,11800000,1108,32,728,524,292,-404,0
0.934251,2,51,6049000,11798000,11809000,87,273,-33,-39,63,369,0
0.934894,1,117,9321000,11798000,11810000,1071,9,711,513,279,-423,0
0.944391,2,52,6059000,11809000,11819000,124,296,-16,-28,76,388,0
0.945111,1,118,9332000,11809000,11820000,1034,-14,694,502,266,-442,0
0.954332,2,53,6069000,11819000,11829000,161,319,1,-17,89,407,0
0.955009,1,119,9342000,11819000,11830000,997,-37,677,491,253,-461,0
0.964566,2,54,6079000,11829000,11839000,198,342,18,-6,102,426,0
0.965229,1,120,9352000,11829000,11840000,960,-60,660,480,240,-480,0
0.974619,2,55,6089000,11838000,11849000,235,365,35,5,115,445,0
0.975272,1,121,9362000,11839000,11850000,923,-83,643,469,227,-499,0
0.984749,2,56,6099000,11848000,11859000,272,388,52,16,128,464,0
0.985395,1,122,9372000,11849000,11861000,886,-106,626,458,214,-518,0
0.995895,2,57,6109000,11858000,11870000,309,411,69,27,141,483,0
0.996585,1,123,9382000,11859000,11871000,849,-129,609,447,201,-537,0
1.005147,2,58,6120000,11869000,11880000,346,434,86,38,154,502,0
1.005897,1,124,9392000,11869000,11881000,812,-152,592,436,188,-556,0
1.015310,2,59,6130000,11880000,11890000,383,457,103,49,167,521,0
1.016211,1,125,9402000,11879000,11891000,775,-175,575,425,175,-575,0
1.025283,2,60,6140000,11890000,11900000,420,480,120,60,180,540,0
1.025935,1,126,9413000,11890000,11901000,738,-198,558,414,162,-594,0
1.035511,2,61,6150000,11900000,11910000,457,503,137,71,193,559,0
1.036171,1,127,9423000,11900000,11911000,701,-221,541,403,149,-587,0
1.045732,2,62,6160000,11910000,11920000,494,526,154,82,206,578,0
1.046421,1,128,9433000,11910000,11921000,664,-244,524,392,136,-568,0
1.055825,1,129,9443000,11920000,11931000,627,-267,507,381,123,-549,0
1.056540,2,63,6171000,11920000,11932000,531,549,171,93,219,597,0
1.066056,1,130,9453000,11929000,11941000,590,-290,490,370,110,-530,0
1.066664,2,64,6181000,11930000,11942000,568,572,188,104,232,584,0
1.076039,1,131,9463000,11940000,11951000,553,-313,473,359,97,-511,0
1.076672,2,65,6191000,11941000,11952000,605,595,205,115,245,565,0
1.086542,2,66,6201000,11951000,11961000,642,618,222,126,258,546,0
1.087229,1,132,9474000,11951000,11962000,516,-336,456,348,84,-492,0
1.096944,2,67,6211000,11960000,11971000,679,641,239,137,271,527,0
1.097545,1,133,9484000,11961000,11973000,479,-359,439,337,71,-473,0
1.106824,2,68,6221000,11970000,11982000,716,664,256,148,284,508,0
1.107466,1,134,9494000,11971000,11983000,442,-382,422,326,58,-454,0
1.117199,2,69,6232000,11981000,11992000,753,687,273,159,297,489,0
1.117872,1,135,9504000,11981000,11993000,405,-405,405,315,45,-435,0
1.127226,2,70,6242000,11992000,12002000,790,710,290,170,310,470,0
1.127963,1,136,9514000,11991000,12003000,368,-428,388,304,32,-416,0
1.137276,2,71,6252000,12002000,12012000,827,733,307,181,323,451,0
1.137957,1,137,9525000,12002000,12013000,331,-451,371,293,19,-397,0
1.147380,2,72,6262000,12012000,12022000,864,756,324,192,336,432,0
1.148102,1,138,9535000,12012000,12023000,294,-474,354,282,6,-378,0
1.157519,2,73,6272000,12022000,12032000,901,779,341,203,349,413,0
1.158167,1,139,9545000,12022000,12033000,257,-497,337,271,-7,-359,0
1.167511,2,74,6282000,12031000,12042000,938,802,358,214,362,394,0
1.168208,1,140,9555000,12032000,12043000,220,-520,320,260,-20,-340,0
1.177954,2,75,6292000,12041000,12052000,975,825,375,225,375,375,0
1.178601,1,141,9565000,12042000,12054000,183,-543,303,249,-33,-321,0
1.188033,2,76,6302000,12051000,12063000,1012,848,392,236,388,356,0
1.188664,1,142,9575000,12052000,12064000,146,-566,286,238,-46,-302,0
1.198221,2,77,6313000,12062000,12073000,1049,871,409,247,401,337,0
1.198944,1,143,9585000,12062000,12074000,109,-589,269,227,-59,-283,0
1.208308,2,78,6323000,12073000,12083000,1086,894,426,258,414,318,0
1.208956,1,144,9596000,12073000,12084000,72,-612,252,216,-72,-264,0
1.218456,2,79,6333000,12083000,12093000,1123,883,443,269,427,299,0
1.219112,1,145,9606000,12083000,12094000,35,-635,235,205,-85,-245,0
1.228536,2,80,6343000,12093000,12103000,1160,860,460,280,440,280,0
1.229182,1,146,9616000,12093000,12104000,-2,-658,218,194,-98,-226,0
1.238562,2,81,6353000,12102000,12113000,1197,837,477,291,453,261,0
1.239230,1,147,9626000,12103000,12114000,-39,-681,201,183,-111,-207,0
1.248887,2,82,6363000,12112000,12123000,1234,814,494,302,466,242,0
1.249491,1,148,9636000,12113000,12125000,-76,-704,184,172,-124,-188,0
1.259014,2,83,6373000,12122000,12134000,1271,791,511,313,479,223,0
1.259626,1,149,9646000,12123000,12135000,-113,-727,167,161,-137,-169,0
1.269207,2,84,6384000,12133000,12144000,1308,768,528,324,492,204,0
1.269882,1,150,9656000,12134000,12145000,-150,-750,150,150,-150,-150,0
1.279349,2,85,6394000,12144000,12154000,1345,745,545,335,505,185,0
1.280205,1,151,9666000,12143000,12155000,-187,-773,133,139,-163,-131,0
1.289397,2,86,6404000,12154000,12164000,1382,722,562,346,518,166,0
1.290084,1,152,9677000,12154000,12165000,-224,-796,116,128,-176,-112,0
1.299578,2,87,6414000,12164000,12174000,1419,699,579,357,531,147,0
1.300248,1,153,9687000,12164000,12175000,-261,-819,99,117,-189,-93,0
1.310000,1,154,9697000,12174000,12185000,-298,-842,82,106,-202,-74,0
1.310594,2,88,6425000,12175000,12185000,1456,676,596,368,544,128,0
1.319913,1,155,9707000,12184000,12195000,-335,-865,65,95,-215,-55,0
1.320526,2,89,6435000,12184000,12196000,1493,653,613,379,557,109,0
1.330035,1,156,9717000,12194000,12205000,-372,-888,48,84,-228,-36,0
1.330625,2,90,6445000,12194000,12206000,1530,630,630,390,570,90,0
1.340605,2,91,6455000,12205000,12215000,1567,607,647,401,583,71,0
1.341246,1,157,9728000,12205000,12216000,-409,-889,31,73,-241,-17,0
1.350575,2,92,6465000,12214000,12225000,1604,584,664,412,596,52,0
1.351227,1,158,9738000,12215000,12226000,-446,-866,14,62,-254,2,0
1.360872,2,93,6475000,12224000,12235000,1641,561,681,423,591,33,0
1.361480,1,159,9748000,12225000,12237000,-483,-843,-3,51,-267,21,0
1.370918,2,94,6485000,12234000,12246000,1678,538,698,434,578,14,0
1.371518,1,160,9758000,12235000,12247000,-520,-820,-20,40,-280,40,0
1.381195,2,95,6496000,12245000,12256000,1715,515,715,445,565,-5,0
1.381931,1,161,9768000,12246000,12257000,-557,-797,-37,29,-293,59,0
1.391264,2,96,6506000,12256000,12266000,1752,492,732,456,552,-24,0
1.391961,1,162,9778000,12255000,12267000,-594,-774,-54,18,-306,78,0
1.401388,2,97,6516000,12266000,12276000,1789,469,749,467,539,-43,0
1.402011,1,163,9789000,12266000,12277000,-631,-751,-71,7,-319,97,0
1.411519,2,98,6526000,12276000,12286000,1774,446,766,478,526,-62,0
1.412359,1,164,9799000,12276000,12287000,-668,-728,-88,-4,-332,116,0
1.421483,2,99,6536000,12286000,12296000,1737,423,783,489,513,-81,0
1.422215,1,165,9809000,12286000,12297000,-705,-705,-105,-15,-345,135,0
1.431670,2,100,6546000,12295000,12306000,1700,400,800,500,500,-100,0
1.432388,1,166,9819000,12296000,12307000,-742,-682,-122,-26,-358,154,0
1.441889,2,101,6556000,12305000,12316000,1663,377,817,511,487,-119,0
1.442505,1,167,9829000,12306000,12318000,-779,-659,-139,-37,-371,173,0
1.451916,2,102,6566000,12315000,12327000,1626,354,834,522,474,-138,0
1.452568,1,168,9839000,12316000,12328000,-816,-636,-156,-48,-384,192,0
1.462188,2,103,6577000,12326000,12337000,1589,331,851,533,461,-157,0
1.462851,1,169,9849000,12326000,12338000,-853,-613,-173,-59,-397,211,0
1.472219,2,104,6587000,12337000,12347000,1552,308,868,544,448,-176,0
1.472908,1,170,9860000,12337000,12348000,-890,-590,-190,-70,-410,230,0
1.482415,2,105,6597000,12347000,12357000,1515,285,885,555,435,-195,0
1.483068,1,171,9870000,12347000,12358000,-927,-567,-207,-81,-423,249,0
1.492607,2,106,6607000,12357000,12367000,1478,262,898,566,422,-214,0
1.493274,1,172,9880000,12357000,12368000,-964,-544,-224,-92,-436,268,0
1.503557,2,107,6617000,12366000,12377000,1441,239,881,577,409,-233,0
1.504254,1,173,9890000,12367000,12378000,-1001,-521,-241,-103,-449,287,0
1.512889,2,108,6627000,12376000,12387000,1404,216,864,588,396,-252,0
1.513546,1,174,9900000,12377000,12389000,-1038,-498,-258,-114,-462,306,0
1.523000,2,109,6637000,12386000,12397000,1367,193,847,599,383,-271,0
1.523631,1,175,9910000,12387000,12399000,-1075,-475,-275,-125,-475,325,0
1.533166,2,110,6647000,12396000,12408000,1330,170,830,590,370,-290,0
1.533869,1,176,9920000,12398000,12409000,-1112,-452,-292,-136,-488,344,0
1.543360,2,111,6658000,12407000,12418000,1293,147,813,579,357,-309,0
1.544043,1,177,9930000,12407000,12419000,-1149,-429,-309,-147,-501,363,0
1.553493,2,112,6668000,12418000,12428000,1256,124,796,568,344,-328,0
1.554196,1,178,9941000,12418000,12429000,-1186,-406,-326,-158,-514,382,0
1.563425,1,179,9951000,12428000,12438000,-1223,-383,-343,-169,-527,401,0
1.564142,2,113,6678000,12428000,12439000,1219,101,779,557,331,-347,0
1.573521,1,180,9961000,12438000,12449000,-1260,-360,-360,-180,-540,420,0
1.574183,2,114,6689000,12438000,12449000,1182,78,762,546,318,-366,0
1.584016,1,181,9971000,12448000,12459000,-1297,-337,-377,-191,-553,439,0
1.584622,2,115,6699000,12448000,12460000,1145,55,745,535,305,-385,0
1.594453,2,116,6709000,12458000,12469000,1108,32,728,524,292,-404,0
1.595106,1,182,9982000,12460000,12470000,-1334,-314,-394,-202,-566,458,0
1.604532,2,117,6719000,12469000,12479000,1071,9,711,513,279,-423,0
1.605307,1,183,9992000,12469000,12480000,-1371,-291,-411,-213,-579,477,0
1.614554,2,118,6729000,12478000,12489000,1034,-14,694,502,266,-442,0
1.615318,1,184,10002000,12479000,12490000,-1408,-268,-428,-224,-592,496,0
1.624857,2,119,6739000,12488000,12499000,997,-37,677,491,253,-461,0
1.625485,1,185,10012000,12489000,12501000,-1445,-245,-445,-235,-595,515,0
1.634941,2,120,6749000,12498000,12509000,960,-60,660,480,240,-480,0
1.635564,1,186,10022000,12499000,12511000,-1482,-222,-462,-246,-582,534,0
1.645280,2,121,6759000,12508000,12520000,923,-83,643,469,227,-499,0
1.646044,1,187,10032000,12510000,12521000,-1519,-199,-479,-257,-569,553,0
1.655276,2,122,6770000,12519000,12530000,886,-106,626,458,214,-518,0
1.655932,1,188,10042000,12519000,12531000,-1556,-176,-496,-268,-556,572,0
1.665440,2,123,6780000,12530000,12540000,849,-129,609,447,201,-537,0
1.666142,1,189,10053000,12530000,12541000,-1593,-153,-513,-279,-543,591,0
1.675467,2,124,6790000,12540000,12550000,812,-152,592,436,188,-556,0
1.676142,1,190,10063000,12540000,12551000,-1630,-130,-530,-290,-530,590,0
1.685586,2,125,6800000,12550000,12560000,775,-175,575,425,175,-575,0
1.686257,1,191,10073000,12550000,12561000,-1667,-107,-547,-301,-517,571,0
1.695582,2,126,6810000,12559000,12570000,738,-198,558,414,162,-594,0
1.696287,1,192,10083000,12560000,12571000,-1704,-84,-564,-312,-504,552,0
1.706079,2,127,6820000,12569000,12580000,701,-221,541,403,149,-587,0
1.706774,1,193,10093000,12570000,12582000,-1741,-61,-581,-323,-491,533,0
1.715966,2,128,6830000,12579000,12591000,664,-244,524,392,136,-568,0
1.716598,1,194,10103000,12580000,12592000,-1778,-38,-598,-334,-478,514,0
1.726304,2,129,6841000,12590000,12601000,627,-267,507,381,123,-549,0
1.726970,1,195,10113000,12590000,12602000,-1785,-15,-615,-345,-465,495,0
1.736322,2,130,6851000,12601000,12611000,590,-290,490,370,110,-530,0
1.736990,1,196,10123000,12600000,12612000,-1748,8,-632,-356,-452,476,0
1.746449,2,131,6861000,12611000,12621000,553,-313,473,359,97,-511,0
1.747113,1,197,10134000,12611000,12622000,-1711,31,-649,-367,-439,457,0
1.756417,2,132,6871000,12621000,12631000,516,-336,456,348,84,-492,0
1.757066,1,198,10144000,12621000,12632000,-1674,54,-666,-378,-426,438,0
1.766619,2,133,6881000,12631000,12641000,479,-359,439,337,71,-473,0
1.767274,1,199,10154000,12631000,12642000,-1637,77,-683,-389,-413,419,0
1.776771,2,134,6891000,12640000,12651000,442,-382,422,326,58,-454,0
1.777422,1,200,10164000,12641000,12652000,-1600,100,-700,-400,-400,400,0
1.786960,2,135,6901000,12650000,12661000,405,-405,405,315,45,-435,0
1.787622,1,201,10174000,12651000,12663000,-1563,123,-717,-411,-387,381,0
1.797079,2,136,6911000,12660000,12672000,368,-428,388,304,32,-416,0
1.797751,1,202,10184000,12661000,12673000,-1526,146,-734,-422,-374,362,0
1.807233,2,137,6922000,12671000,12682000,331,-451,371,293,19,-397,0
1.807884,1,203,10194000,12671000,12683000,-1489,169,-751,-433,-361,343,0
1.817462,1,204,10205000,12682000,12692000,-1452,192,-768,-444,-348,324,0
1.818092,2,138,6932000,12682000,12693000,294,-474,354,282,6,-378,0
1.827831,1,205,10215000,12692000,12702000,-1415,215,-785,-455,-335,305,0
1.828434,2,139,6942000,12691000,12703000,257,-497,337,271,-7,-359,0
1.837729,1,206,10225000,12702000,12713000,-1378,238,-802,-466,-322,286,0
1.838372,2,140,6953000,12702000,12713000,220,-520,320,260,-20,-340,0
