sample_offset_s,node,seq,node_us,sync_us,rx_us,yaw_cd,pitch_cd,roll_cd,x_mm,y_mm,z_mm,gaps
0.801970,2,25,5920000,8671000,8688000,-875,-325,-475,-325,-275,-125,0
0.806161,1,114,7726000,8688000,8692000,1182,78,762,546,318,-366,0
0.822012,2,26,5940000,8691000,8708000,-838,-302,-458,-314,-262,-106,0
0.826200,1,115,7746000,8708000,8713000,1145,55,745,535,305,-385,0
0.842168,2,27,5960000,8711000,8729000,-801,-279,-441,-303,-249,-87,0
0.846405,1,116,7766000,8728000,8733000,1108,32,728,524,292,-404,0
0.862284,2,28,5981000,8733000,8749000,-764,-256,-424,-292,-236,-68,0
0.866588,1,117,7786000,8749000,8753000,1071,9,711,513,279,-423,0
0.882493,2,29,6001000,8753000,8769000,-727,-233,-407,-281,-223,-49,0
0.886755,1,118,7806000,8768000,8773000,1034,-14,694,502,266,-442,0
0.902743,2,30,6021000,8773000,8789000,-690,-210,-390,-270,-210,-30,0
0.907423,1,119,7827000,8789000,8794000,997,-37,677,491,253,-461,0
0.922790,2,31,6041000,8793000,8809000,-653,-187,-373,-259,-197,-11,0
0.927667,1,120,7847000,8809000,8814000,960,-60,660,480,240,-480,0
0.942928,2,32,6061000,8813000,8829000,-616,-164,-356,-248,-184,8,0
0.947662,1,121,7867000,8829000,8834000,923,-83,643,469,227,-499,0
0.963097,2,33,6081000,8833000,8849000,-579,-141,-339,-237,-171,27,0
0.967821,1,122,7887000,8848000,8854000,886,-106,626,458,214,-518,0
0.983139,2,34,6101000,8853000,8870000,-542,-118,-322,-226,-158,46,0
0.987993,1,123,7907000,8868000,8874000,849,-129,609,447,201,-537,0
1.003742,2,35,6122000,8874000,8890000,-505,-95,-305,-215,-145,65,0
1.008105,1,124,7928000,8890000,8894000,812,-152,592,436,188,-556,0
1.023547,2,36,6142000,8894000,8910000,-468,-72,-288,-204,-132,84,0
1.028178,1,125,7948000,8910000,8915000,775,-175,575,425,175,-575,0
1.043714,2,37,6162000,8914000,8930000,-431,-49,-271,-193,-119,103,0
1.048417,1,126,7968000,8930000,8935000,738,-198,558,414,162,-594,0
1.063756,2,38,6182000,8935000,8950000,-394,-26,-254,-182,-106,122,0
1.068629,1,127,7988000,8950000,8955000,701,-221,541,403,149,-587,0
1.083798,2,39,6202000,8954000,8970000,-357,-3,-237,-171,-93,141,0
1.088702,1,128,8008000,8970000,8975000,664,-244,524,392,136,-568,0
1.104077,2,40,6222000,8974000,8990000,-320,20,-220,-160,-80,160,0
1.108746,1,129,8028000,8989000,8995000,627,-267,507,381,123,-549,0
1.124169,2,41,6242000,8994000,9011000,-283,43,-203,-149,-67,179,0
1.128938,1,130,8048000,9009000,9015000,590,-290,490,370,110,-530,0
1.144161,2,42,6263000,9015000,9031000,-246,66,-186,-138,-54,198,0
1.149131,1,131,8069000,9031000,9035000,553,-313,473,359,97,-511,0
1.164467,2,43,6283000,9035000,9051000,-209,89,-169,-127,-41,217,0
1.169191,1,132,8089000,9051000,9056000,516,-336,456,348,84,-492,0
1.185042,2,44,6303000,9055000,9071000,-172,112,-152,-116,-28,236,0
1.189366,1,133,8109000,9071000,9076000,479,-359,439,337,71,-473,0
1.205187,2,45,6324000,9076000,9092000,-135,135,-135,-105,-15,255,0
1.209558,1,134,8129000,9091000,9096000,442,-382,422,326,58,-454,0
1.225405,2,46,6344000,9096000,9112000,-98,158,-118,-94,-2,274,0
1.229612,1,135,8149000,9112000,9116000,405,-405,405,315,45,-435,0
1.245582,2,47,6364000,9116000,9132000,-61,181,-101,-83,11,293,0
1.249802,1,136,8169000,9131000,9136000,368,-428,388,304,32,-416,0
1.265706,2,48,6384000,9136000,9152000,-24,204,-84,-72,24,312,0
1.270124,1,137,8189000,9151000,9156000,331,-451,371,293,19,-397,0
1.285792,2,49,6404000,9156000,9172000,13,227,-67,-61,37,331,0
1.290045,1,138,8209000,9171000,9176000,294,-474,354,282,6,-378,0
1.305897,2,50,6424000,9175000,9192000,50,250,-50,-50,50,350,0
1.310158,1,139,8230000,9192000,9197000,257,-497,337,271,-7,-359,0
1.326068,2,51,6444000,9195000,9212000,87,273,-33,-39,63,369,0
1.330305,1,140,8250000,9212000,9217000,220,-520,320,260,-20,-340,0
1.346118,2,52,6464000,9216000,9233000,124,296,-16,-28,76,388,0
1.350355,1,141,8270000,9232000,9237000,183,-543,303,249,-33,-321,0
1.366416,2,53,6485000,9237000,9253000,161,319,1,-17,89,407,0
1.370688,1,142,8290000,9253000,9257000,146,-566,286,238,-46,-302,0
1.386567,2,54,6505000,9257000,9273000,198,342,18,-6,102,426,0
1.390848,1,143,8310000,9272000,9277000,109,-589,269,227,-59,-283,0
1.406712,2,55,6525000,9277000,9293000,235,365,35,5,115,445,0
1.411414,1,144,8331000,9293000,9298000,72,-612,252,216,-72,-264,0
1.426818,2,56,6545000,9297000,9313000,272,388,52,16,128,464,0
1.431648,1,145,8351000,9313000,9318000,35,-635,235,205,-85,-245,0
1.446945,2,57,6565000,9317000,9333000,309,411,69,27,141,483,0
1.451663,1,146,8371000,9332000,9338000,-2,-658,218,194,-98,-226,0
1.467077,2,58,6585000,9337000,9353000,346,434,86,38,154,502,0
1.471864,1,147,8391000,9352000,9358000,-39,-681,201,183,-111,-207,0
1.487169,2,59,6605000,9357000,9374000,383,457,103,49,167,521,0
1.491982,1,148,8411000,9372000,9378000,-76,-704,184,172,-124,-188,0
1.507206,2,60,6626000,9378000,9394000,420,480,120,60,180,540,0
1.512186,1,149,8432000,9394000,9399000,-113,-727,167,161,-137,-169,0
1.527613,2,61,6646000,9398000,9414000,457,503,137,71,193,559,0
1.532242,1,150,8452000,9414000,9419000,-150,-750,150,150,-150,-150,0
1.547610,2,62,6666000,9419000,9434000,494,526,154,82,206,578,0
1.552520,1,151,8472000,9434000,9439000,-187,-773,133,139,-163,-131,0
1.567722,2,63,6686000,9439000,9454000,531,549,171,93,219,597,0
1.572594,1,152,8492000,9454000,9459000,-224,-796,116,128,-176,-112,0
1.587953,2,64,6706000,9458000,9474000,568,572,188,104,232,584,0
1.592779,1,153,8512000,9473000,9479000,-261,-819,99,117,-189,-93,0
1.608068,2,65,6726000,9478000,9494000,605,595,205,115,245,565,0
1.612861,1,154,8532000,9493000,9499000,-298,-842,82,106,-202,-74,0
1.628195,2,66,6746000,9498000,9515000,642,618,222,126,258,546,0
1.632885,1,155,8552000,9513000,9519000,-335,-865,65,95,-215,-55,0
1.648393,2,67,6767000,9519000,9535000,679,641,239,137,271,527,0
1.653110,1,156,8573000,9535000,9540000,-372,-888,48,84,-228,-36,0
1.668725,2,68,6787000,9539000,9555000,716,664,256,148,284,508,0
1.673118,1,157,8593000,9555000,9560000,-409,-889,31,73,-241,-17,0
1.689151,2,69,6807000,9560000,9576000,753,687,273,159,297,489,0
1.693411,1,158,8613000,9575000,9580000,-446,-866,14,62,-254,2,0
1.709276,2,70,6828000,9580000,9596000,790,710,290,170,310,470,0
1.713369,1,159,8633000,9596000,9600000,-483,-843,-3,51,-267,21,0
1.729392,2,71,6848000,9600000,9616000,827,733,307,181,323,451,0
1.733727,1,160,8653000,9615000,9620000,-520,-820,-20,40,-280,40,0
1.749738,2,72,6868000,9620000,9636000,864,756,324,192,336,432,0
1.753787,1,161,8673000,9635000,9640000,-557,-797,-37,29,-293,59,0
1.769753,2,73,6888000,9640000,9656000,901,779,341,203,349,413,0
1.773963,1,162,8693000,9655000,9660000,-594,-774,-54,18,-306,78,0
1.789900,2,74,6908000,9659000,9676000,938,802,358,214,362,394,0
1.794054,1,163,8714000,9676000,9680000,-631,-751,-71,7,-319,97,0
1.809999,2,75,6928000,9679000,9696000,975,825,375,225,375,375,0
1.814217,1,164,8734000,9696000,9701000,-668,-728,-88,-4,-332,116,0
1.830313,2,76,6948000,9699000,9717000,1012,848,392,236,388,356,0
1.834345,1,165,8754000,9716000,9721000,-705,-705,-105,-15,-345,135,0
1.850105,2,77,6969000,9721000,9737000,1049,871,409,247,401,337,0
1.854571,1,166,8774000,9737000,9741000,-742,-682,-122,-26,-358,154,0
1.870437,2,78,6989000,9741000,9757000,1086,894,426,258,414,318,0
1.874707,1,167,8794000,9756000,9761000,-779,-659,-139,-37,-371,173,0
1.890524,2,79,7009000,9761000,9777000,1123,883,443,269,427,299,0
1.894708,1,168,8814000,9776000,9781000,-816,-636,-156,-48,-384,192,0
1.910674,2,80,7029000,9781000,9797000,1160,860,460,280,440,280,0
1.915517,1,169,8835000,9797000,9802000,-853,-613,-173,-59,-397,211,0
1.930937,2,81,7049000,9800000,9817000,1197,837,477,291,453,261,0
1.935606,1,170,8855000,9816000,9822000,-890,-590,-190,-70,-410,230,0
1.951050,2,82,7069000,9821000,9837000,1234,814,494,302,466,242,0
1.955693,1,171,8875000,9836000,9842000,-927,-567,-207,-81,-423,249,0
1.971153,2,83,7089000,9841000,9858000,1271,791,511,313,479,223,0
1.975966,1,172,8895000,9856000,9862000,-964,-544,-224,-92,-436,268,0
1.991200,2,84,7110000,9862000,9878000,1308,768,528,324,492,204,0
1.995981,1,173,8916000,9878000,9882000,-1001,-521,-241,-103,-449,287,0
2.011419,2,85,7130000,9882000,9898000,1345,745,545,335,505,185,0
2.016213,1,174,8936000,9898000,9903000,-1038,-498,-258,-114,-462,306,0
2.031633,2,86,7150000,9902000,9918000,1382,722,562,346,518,166,0
2.036400,1,175,8956000,9918000,9923000,-1075,-475,-275,-125,-475,325,0
2.051733,2,87,7170000,9923000,9938000,1419,699,579,357,531,147,0
2.056417,1,176,8976000,9938000,9943000,-1112,-452,-292,-136,-488,344,0
2.071813,2,88,7190000,9942000,9958000,1456,676,596,368,544,128,0
2.076606,1,177,8996000,9957000,9963000,-1149,-429,-309,-147,-501,363,0
2.091935,2,89,7210000,9962000,9978000,1493,653,613,379,557,109,0
2.096725,1,178,9016000,9977000,9983000,-1186,-406,-326,-158,-514,382,0
2.112040,2,90,7230000,9982000,9999000,1530,630,630,390,570,90,0
2.116858,1,179,9036000,9997000,10003000,-1223,-383,-343,-169,-527,401,0
2.132092,2,91,7251000,10003000,10019000,1567,607,647,401,583,71,0
2.137094,1,180,9057000,10019000,10023000,-1260,-360,-360,-180,-540,420,0
2.152299,2,92,7271000,10023000,10039000,1604,584,664,412,596,52,0
2.157130,1,181,9077000,10039000,10044000,-1297,-337,-377,-191,-553,439,0
2.172411,2,93,7291000,10043000,10059000,1641,561,681,423,591,33,0
2.177174,1,182,9097000,10059000,10064000,-1334,-314,-394,-202,-566,458,0
2.193151,2,94,7312000,10065000,10080000,1678,538,698,434,578,14,0
2.197339,1,183,9117000,10079000,10084000,-1371,-291,-411,-213,-579,477,0
2.213228,2,95,7332000,10084000,10100000,1715,515,715,445,565,-5,0
2.217525,1,184,9137000,10099000,10104000,-1408,-268,-428,-224,-592,496,0
2.233407,2,96,7352000,10104000,10120000,1752,492,732,456,552,-24,0
2.237664,1,185,9157000,10119000,10124000,-1445,-245,-445,-235,-595,515,0
2.253548,2,97,7372000,10124000,10140000,1789,469,749,467,539,-43,0
2.257803,1,186,9177000,10139000,10144000,-1482,-222,-462,-246,-582,534,0
2.273644,2,98,7392000,10143000,10160000,1774,446,766,478,526,-62,0
2.277883,1,187,9198000,10160000,10164000,-1519,-199,-479,-257,-569,553,0
2.293788,2,99,7412000,10163000,10180000,1737,423,783,489,513,-81,0
2.298020,1,188,9218000,10180000,10185000,-1556,-176,-496,-268,-556,572,0
2.314018,2,100,7432000,10183000,10200000,1700,400,800,500,500,-100,0
2.318111,1,189,9238000,10200000,10205000,-1593,-153,-513,-279,-543,591,0
2.334002,2,101,7453000,10205000,10221000,1663,377,817,511,487,-119,0
2.338346,1,190,9258000,10220000,10225000,-1630,-130,-530,-290,-530,590,0
2.354244,2,102,7473000,10225000,10241000,1626,354,834,522,474,-138,0
2.358447,1,191,9278000,10240000,10245000,-1667,-107,-547,-301,-517,571,0
2.374447,2,103,7493000,10245000,10261000,1589,331,851,533,461,-157,0
2.378668,1,192,9298000,10260000,10265000,-1704,-84,-564,-312,-504,552,0
2.394659,2,104,7513000,10265000,10281000,1552,308,868,544,448,-176,0
2.399062,1,193,9318000,10280000,10285000,-1741,-61,-581,-323,-491,533,0
2.414586,2,105,7533000,10284000,10301000,1515,285,885,555,435,-195,0
2.419436,1,194,9339000,10301000,10306000,-1778,-38,-598,-334,-478,514,0
2.434963,2,106,7553000,10304000,10321000,1478,262,898,566,422,-214,0
2.439602,1,195,9359000,10320000,10326000,-1785,-15,-615,-345,-465,495,0
2.454934,2,107,7573000,10325000,10341000,1441,239,881,577,409,-233,0
2.459744,1,196,9379000,10340000,10346000,-1748,8,-632,-356,-452,476,0
2.475123,2,108,7594000,10346000,10362000,1404,216,864,588,396,-252,0
2.480040,1,197,9399000,10360000,10366000,-1711,31,-649,-367,-439,457,0
2.495170,2,109,7614000,10366000,10382000,1367,193,847,599,383,-271,0
2.500235,1,198,9420000,10382000,10387000,-1674,54,-666,-378,-426,438,0
2.515490,2,110,7634000,10386000,10402000,1330,170,830,590,370,-290,0
2.520196,1,199,9440000,10402000,10407000,-1637,77,-683,-389,-413,419,0
2.535758,2,111,7654000,10407000,10422000,1293,147,813,579,357,-309,0
2.540400,1,200,9460000,10422000,10427000,-1600,100,-700,-400,-400,400,0
2.555979,2,112,7674000,10427000,10442000,1256,124,796,568,344,-328,0
2.560581,1,201,9480000,10442000,10447000,-1563,123,-717,-411,-387,381,0
2.575903,2,113,7694000,10446000,10462000,1219,101,779,557,331,-347,0
2.580639,1,202,9500000,10461000,10467000,-1526,146,-734,-422,-374,362,0
2.596057,2,114,7714000,10466000,10482000,1182,78,762,546,318,-366,0
2.600842,1,203,9520000,10481000,10487000,-1489,169,-751,-433,-361,343,0
2.616225,2,115,7735000,10487000,10503000,1145,55,745,535,305,-385,0
2.620959,1,204,9540000,10501000,10507000,-1452,192,-768,-444,-348,324,0
2.636229,2,116,7755000,10507000,10523000,1108,32,728,524,292,-404,0
2.641128,1,205,9561000,10523000,10528000,-1415,215,-785,-455,-335,305,0
2.656451,2,117,7775000,10527000,10543000,1071,9,711,513,279,-423,0
2.661215,1,206,9581000,10543000,10548000,-1378,238,-802,-466,-322,286,0
2.676571,2,118,7795000,10548000,10563000,1034,-14,694,502,266,-442,0
2.681569,1,207,9601000,10563000,10568000,-1341,261,-819,-477,-309,267,0
2.697137,2,119,7816000,10569000,10584000,997,-37,677,491,253,-461,0
2.701726,1,208,9621000,10583000,10588000,-1304,284,-836,-488,-296,248,0
2.717428,2,120,7836000,10588000,10604000,960,-60,660,480,240,-480,0
2.721710,1,209,9641000,10603000,10608000,-1267,307,-853,-499,-283,229,0
2.737571,2,121,7856000,10608000,10624000,923,-83,643,469,227,-499,0
2.741879,1,210,9661000,10623000,10628000,-1230,330,-870,-510,-270,210,0
2.757710,2,122,7876000,10628000,10644000,886,-106,626,458,214,-518,0
2.761914,1,211,9681000,10643000,10648000,-1193,353,-887,-521,-257,191,0
2.777696,2,123,7896000,10647000,10664000,849,-129,609,447,201,-537,0
2.782048,1,212,9702000,10664000,10669000,-1156,376,-896,-532,-244,172,0
2.797971,2,124,7916000,10667000,10684000,812,-152,592,436,188,-556,0
2.802224,1,213,9722000,10684000,10689000,-1119,399,-879,-543,-231,153,0
2.818033,2,125,7936000,10688000,10705000,775,-175,575,425,175,-575,0
2.822384,1,214,9742000,10704000,10709000,-1082,422,-862,-554,-218,134,0
2.838381,2,126,7957000,10709000,10725000,738,-198,558,414,162,-594,0
2.842545,1,215,9762000,10725000,10729000,-1045,445,-845,-565,-205,115,0
2.858322,2,127,7977000,10729000,10745000,701,-221,541,403,149,-587,0
2.862675,1,216,9782000,10744000,10749000,-1008,468,-828,-576,-192,96,0
2.878628,2,128,7997000,10749000,10765000,664,-244,524,392,136,-568,0
2.882752,1,217,9802000,10764000,10769000,-971,491,-811,-587,-179,77,0
2.898651,2,129,8017000,10769000,10785000,627,-267,507,381,123,-549,0
2.902887,1,218,9822000,10784000,10789000,-934,514,-794,-598,-166,58,0
2.918807,2,130,8037000,10788000,10805000,590,-290,490,370,110,-530,0
2.923630,1,219,9843000,10805000,10810000,-897,537,-777,-591,-153,39,0
2.939025,2,131,8057000,10808000,10825000,553,-313,473,359,97,-511,0
2.943759,1,220,9863000,10824000,10830000,-860,560,-760,-580,-140,20,0
2.959131,2,132,8077000,10829000,10846000,516,-336,456,348,84,-492,0
2.963859,1,221,9883000,10844000,10850000,-823,583,-743,-569,-127,1,0
2.979090,2,133,8098000,10850000,10866000,479,-359,439,337,71,-473,0
2.983972,1,222,9904000,10866000,10870000,-786,606,-726,-558,-114,-18,0
2.999356,2,134,8118000,10870000,10886000,442,-382,422,326,58,-454,0
3.004144,1,223,9924000,10886000,10891000,-749,629,-709,-547,-101,-37,0
3.019531,2,135,8138000,10890000,10906000,405,-405,405,315,45,-435,0
3.024441,1,224,9944000,10906000,10911000,-712,652,-692,-536,-88,-56,0
3.039640,2,136,8158000,10911000,10926000,368,-428,388,304,32,-416,0
3.044468,1,225,9964000,10926000,10931000,-675,675,-675,-525,-75,-75,0
3.059824,2,137,8178000,10930000,10946000,331,-451,371,293,19,-397,0
3.064544,1,226,9984000,10945000,10951000,-638,698,-658,-514,-62,-94,0
3.079990,2,138,8198000,10950000,10966000,294,-474,354,282,6,-378,0
3.084782,1,227,10004000,10965000,10971000,-601,721,-641,-503,-49,-113,0
3.100028,2,139,8218000,10970000,10987000,257,-497,337,271,-7,-359,0
3.104812,1,228,10024000,10985000,10991000,-564,744,-624,-492,-36,-132,0
3.120388,2,140,8239000,10991000,11007000,220,-520,320,260,-20,-340,0
3.124974,1,229,10045000,11007000,11011000,-527,767,-607,-481,-23,-151,0
3.140357,2,141,8259000,11011000,11027000,183,-543,303,249,-33,-321,0
3.145187,1,230,10065000,11027000,11032000,-490,790,-590,-470,-10,-170,0
3.160525,2,142,8279000,11031000,11047000,146,-566,286,238,-46,-302,0
3.165125,1,231,10085000,11047000,11052000,-453,813,-573,-459,3,-189,0
3.180682,2,143,8299000,11052000,11067000,109,-589,269,227,-59,-283,0
3.185484,1,232,10105000,11067000,11072000,-416,836,-556,-448,16,-208,0
3.201236,2,144,8320000,11072000,11088000,72,-612,252,216,-72,-264,0
3.205615,1,233,10125000,11086000,11092000,-379,859,-539,-437,29,-227,0
3.221592,2,145,8340000,11092000,11108000,35,-635,235,205,-85,-245,0
3.225791,1,234,10145000,11107000,11112000,-342,882,-522,-426,42,-246,0
3.241632,2,146,8360000,11112000,11128000,-2,-658,218,194,-98,-226,0
3.246066,1,235,10165000,11127000,11132000,-305,895,-505,-415,55,-265,0
3.261764,2,147,8380000,11131000,11148000,-39,-681,201,183,-111,-207,0
3.265966,1,236,10186000,11148000,11152000,-268,872,-488,-404,68,-284,0
3.281935,2,148,8400000,11151000,11168000,-76,-704,184,172,-124,-188,0
3.286020,1,237,10206000,11168000,11173000,-231,849,-471,-393,81,-303,0
3.302166,2,149,8420000,11171000,11188000,-113,-727,167,161,-137,-169,0
3.306109,1,238,10226000,11188000,11193000,-194,826,-454,-382,94,-322,0
3.322190,2,150,8441000,11193000,11209000,-150,-750,150,150,-150,-150,0
3.326371,1,239,10246000,11208000,11213000,-157,803,-437,-371,107,-341,0
3.342218,2,151,8461000,11213000,11229000,-187,-773,133,139,-163,-131,0
3.346495,1,240,10266000,11228000,11233000,-120,780,-420,-360,120,-360,0
3.362408,2,152,8481000,11233000,11249000,-224,-796,116,128,-176,-112,0
3.366779,1,241,10286000,11248000,11253000,-83,757,-403,-349,133,-379,0
3.382671,2,153,8501000,11253000,11269000,-261,-819,99,117,-189,-93,0
3.386793,1,242,10306000,11268000,11273000,-46,734,-386,-338,146,-398,0
3.402882,2,154,8521000,11272000,11289000,-298,-842,82,106,-202,-74,0
3.407009,1,243,10327000,11289000,11293000,-9,711,-369,-327,159,-417,0
3.422863,2,155,8541000,11292000,11309000,-335,-865,65,95,-215,-55,0
3.427672,1,244,10347000,11309000,11314000,28,688,-352,-316,172,-436,0
3.443034,2,156,8561000,11312000,11329000,-372,-888,48,84,-228,-36,0
3.447854,1,245,10367000,11328000,11334000,65,665,-335,-305,185,-455,0
3.463382,2,157,8582000,11334000,11350000,-409,-889,31,73,-241,-17,0
3.467950,1,246,10388000,11349000,11354000,102,642,-318,-294,198,-474,0
3.483308,2,158,8602000,11354000,11370000,-446,-866,14,62,-254,2,0
3.488101,1,247,10408000,11370000,11375000,139,619,-301,-283,211,-493,0
3.503449,2,159,8622000,11374000,11390000,-483,-843,-3,51,-267,21,0
3.508193,1,248,10428000,11390000,11395000,176,596,-284,-272,224,-512,0
3.523481,2,160,8642000,11395000,11410000,-520,-820,-20,40,-280,40,0
3.528417,1,249,10448000,11410000,11415000,213,573,-267,-261,237,-531,0
3.543700,2,161,8662000,11414000,11430000,-557,-797,-37,29,-293,59,0
3.548524,1,250,10468000,11429000,11435000,250,550,-250,-250,250,-550,0
3.563885,2,162,8682000,11434000,11450000,-594,-774,-54,18,-306,78,0
3.568691,1,251,10488000,11449000,11455000,287,527,-233,-239,263,-569,0
3.584093,2,163,8702000,11454000,11470000,-631,-751,-71,7,-319,97,0
3.588736,1,252,10508000,11469000,11475000,324,504,-216,-228,276,-588,0
3.604048,2,164,8723000,11475000,11491000,-668,-728,-88,-4,-332,116,0
3.608903,1,253,10529000,11490000,11495000,361,481,-199,-217,289,-593,0
3.624201,2,165,8743000,11495000,11511000,-705,-705,-105,-15,-345,135,0
3.629065,1,254,10549000,11511000,11516000,398,458,-182,-206,302,-574,0
3.644412,2,166,8763000,11515000,11531000,-742,-682,-122,-26,-358,154,0
3.649420,1,255,10569000,11531000,11536000,435,435,-165,-195,315,-555,0
