sample_offset_s,node,seq,node_us,sync_us,rx_us,yaw_cd,pitch_cd,roll_cd,x_mm,y_mm,z_mm,gaps
0.184690,2,212,363821000,379648000,379658000,-1156,376,-896,-532,-244,172,0
0.193936,1,176,373870000,379657000,379667000,-1112,-452,-292,-136,-488,344,0
0.194503,2,213,363831000,379658000,379669000,-1119,399,-879,-543,-231,153,0
0.204302,1,177,373880000,379667000,379677000,-1149,-429,-309,-147,-501,363,0
0.205052,2,214,363841000,379668000,379679000,-1082,422,-862,-554,-218,134,0
0.214355,1,178,373890000,379676000,379687000,-1186,-406,-326,-158,-514,382,0
0.215027,2,215,363851000,379679000,379689000,-1045,445,-845,-565,-205,115,0
0.223409,1,179,373900000,379686000,379697000,-1223,-383,-343,-169,-527,401,0
0.225707,2,216,363862000,379689000,379700000,-1008,468,-828,-576,-192,96,0
0.233434,1,180,373910000,379696000,379707000,-1260,-360,-360,-180,-540,420,0
0.235789,2,217,363872000,379699000,379710000,-971,491,-811,-587,-179,77,0
0.243716,1,181,373921000,379707000,379717000,-1297,-337,-377,-191,-553,439,0
0.246025,2,218,363882000,379710000,379720000,-934,514,-794,-598,-166,58,0
0.253723,1,182,373931000,379717000,379728000,-1334,-314,-394,-202,-566,458,0
0.256237,2,219,363892000,379719000,379730000,-897,537,-777,-591,-153,39,0
0.263810,1,183,373941000,379727000,379738000,-1371,-291,-411,-213,-579,477,0
0.266191,2,220,363902000,379729000,379740000,-860,560,-760,-580,-140,20,0
0.274082,1,184,373951000,379738000,379748000,-1408,-268,-428,-224,-592,496,0
0.276399,2,221,363912000,379739000,379750000,-823,583,-743,-569,-127,1,0
0.284250,1,185,373961000,379748000,379758000,-1445,-245,-445,-235,-595,515,0
0.286530,2,222,363923000,379750000,379760000,-786,606,-726,-558,-114,-18,0
0.294359,1,186,373971000,379757000,379768000,-1482,-222,-462,-246,-582,534,0
0.296721,2,223,363933000,379760000,379770000,-749,629,-709,-547,-101,-37,0
0.304503,1,187,373981000,379767000,379778000,-1519,-199,-479,-257,-569,553,0
0.306660,2,224,363943000,379770000,379781000,-712,652,-692,-536,-88,-56,0
0.314646,1,188,373991000,379777000,379788000,-1556,-176,-496,-268,-556,572,0
0.317123,2,225,363953000,379780000,379791000,-675,675,-675,-525,-75,-75,0
0.324637,1,189,374002000,379788000,379798000,-1593,-153,-513,-279,-543,591,0
0.326987,2,226,363963000,379791000,379801000,-638,698,-658,-514,-62,-94,0
0.334802,1,190,374012000,379798000,379809000,-1630,-130,-530,-290,-530,590,0
0.337213,2,227,363973000,379800000,379811000,-601,721,-641,-503,-49,-113,0
0.345002,1,191,374022000,379808000,379819000,-1667,-107,-547,-301,-517,571,0
0.347420,2,228,363983000,379810000,379821000,-564,744,-624,-492,-36,-132,0
0.356767,1,192,374033000,379820000,379829000,-1704,-84,-564,-312,-504,552,0
0.357402,2,229,363993000,379820000,379831000,-527,767,-607,-481,-23,-151,0
0.366959,1,193,374043000,379829000,379840000,-1741,-61,-581,-323,-491,533,0
0.367565,2,230,364004000,379831000,379841000,-490,790,-590,-470,-10,-170,0
0.377254,1,194,374053000,379839000,379850000,-1778,-38,-598,-334,-478,514,0
0.377812,2,231,364014000,379841000,379851000,-453,813,-573,-459,3,-189,0
0.387162,1,195,374063000,379850000,379860000,-1785,-15,-615,-345,-465,495,0
0.387779,2,232,364024000,379851000,379862000,-416,836,-556,-448,16,-208,0
0.397443,1,196,374073000,379860000,379870000,-1748,8,-632,-356,-452,476,0
0.398098,2,233,364034000,379861000,379872000,-379,859,-539,-437,29,-227,0
0.407655,1,197,374083000,379869000,379880000,-1711,31,-649,-367,-439,457,0
0.408291,2,234,364044000,379871000,379882000,-342,882,-522,-426,42,-246,0
0.417572,1,198,374093000,379879000,379890000,-1674,54,-666,-378,-426,438,0
0.418227,2,235,364054000,379881000,379892000,-305,895,-505,-415,55,-265,0
0.427883,1,199,374103000,379889000,379900000,-1637,77,-683,-389,-413,419,0
0.428457,2,236,364064000,379891000,379902000,-268,872,-488,-404,68,-284,0
0.438022,1,200,374114000,379900000,379911000,-1600,100,-700,-400,-400,400,0
0.438597,2,237,364074000,379901000,379912000,-231,849,-471,-393,81,-303,0
0.448114,1,201,374124000,379910000,379921000,-1563,123,-717,-411,-387,381,0
0.448688,2,238,364085000,379912000,379922000,-194,826,-454,-382,94,-322,0
0.458283,1,202,374134000,379921000,379931000,-1526,146,-734,-422,-374,362,0
0.458887,2,239,364095000,379922000,379933000,-157,803,-437,-371,107,-341,0
0.468090,1,203,374144000,379931000,379941000,-1489,169,-751,-433,-361,343,0
0.468768,2,240,364105000,379932000,379943000,-120,780,-420,-360,120,-360,0
0.477311,1,204,374154000,379940000,379951000,-1452,192,-768,-444,-348,324,0
0.479574,2,241,364116000,379944000,379953000,-83,757,-403,-349,133,-379,0
0.489146,1,205,374164000,379950000,379961000,-1415,215,-785,-455,-335,305,0
0.490123,2,242,364126000,379953000,379964000,-46,734,-386,-338,146,-398,0
0.497610,1,206,374174000,379960000,379971000,-1378,238,-802,-466,-322,286,0
0.499963,2,243,364136000,379963000,379974000,-9,711,-369,-327,159,-417,0
0.507571,1,207,374185000,379971000,379981000,-1341,261,-819,-477,-309,267,0
0.510077,2,244,364146000,379974000,379984000,28,688,-352,-316,172,-436,0
0.517689,1,208,374195000,379981000,379992000,-1304,284,-836,-488,-296,248,0
0.520206,2,245,364156000,379983000,379994000,65,665,-335,-305,185,-455,0
0.527980,1,209,374205000,379991000,380002000,-1267,307,-853,-499,-283,229,0
0.530383,2,246,364166000,379993000,380004000,102,642,-318,-294,198,-474,0
0.538094,1,210,374215000,380002000,380012000,-1230,330,-870,-510,-270,210,0
0.540412,2,247,364176000,380003000,380014000,139,619,-301,-283,211,-493,0
0.548180,1,211,374225000,380012000,380022000,-1193,353,-887,-521,-257,191,0
0.550477,2,248,364187000,380014000,380024000,176,596,-284,-272,224,-512,0
0.558325,1,212,374235000,380021000,380032000,-1156,376,-896,-532,-244,172,0
0.560528,2,249,364197000,380024000,380034000,213,573,-267,-261,237,-531,0
0.568401,1,213,374245000,380031000,380042000,-1119,399,-879,-543,-231,153,0
0.570714,2,250,364207000,380034000,380045000,250,550,-250,-250,250,-550,0
0.578618,1,214,374255000,380041000,380052000,-1082,422,-862,-554,-218,134,0
0.581059,2,251,364217000,380044000,380055000,287,527,-233,-239,263,-569,0
0.588693,1,215,374266000,380052000,380062000,-1045,445,-845,-565,-205,115,0
0.591068,2,252,364227000,380055000,380065000,324,504,-216,-228,276,-588,0
0.598867,1,216,374276000,380062000,380073000,-1008,468,-828,-576,-192,96,0
0.601198,2,253,364237000,380064000,380075000,361,481,-199,-217,289,-593,0
0.610303,1,217,374286000,380072000,380083000,-971,491,-811,-587,-179,77,0
0.611000,2,254,364247000,380074000,380085000,398,458,-182,-206,302,-574,0
0.620563,1,218,374297000,380083000,380093000,-934,514,-794,-598,-166,58,0
0.621243,2,255,364257000,380084000,380095000,435,435,-165,-195,315,-555,0
0.630661,1,219,374307000,380093000,380104000,-897,537,-777,-591,-153,39,0
0.631287,2,0,364268000,380095000,380105000,-1800,-900,-900,-600,-600,-600,0
0.641092,1,220,374317000,380103000,380114000,-860,560,-760,-580,-140,20,0
0.641728,2,1,364278000,380105000,380115000,-1763,-877,-883,-589,-587,-581,0
0.651018,1,221,374327000,380114000,380124000,-823,583,-743,-569,-127,1,0
0.651616,2,2,364288000,380115000,380126000,-1726,-854,-866,-578,-574,-562,0
0.661126,1,222,374337000,380123000,380134000,-786,606,-726,-558,-114,-18,0
0.661941,2,3,364298000,380125000,380136000,-1689,-831,-849,-567,-561,-543,0
0.671544,1,223,374347000,380133000,380144000,-749,629,-709,-547,-101,-37,0
0.672163,2,4,364308000,380135000,380146000,-1652,-808,-832,-556,-548,-524,0
0.681660,1,224,374357000,380143000,380154000,-712,652,-692,-536,-88,-56,0
0.682304,2,5,364318000,380145000,380156000,-1615,-785,-815,-545,-535,-505,0
0.691885,1,225,374367000,380153000,380164000,-675,675,-675,-525,-75,-75,0
0.692470,2,6,364328000,380155000,380166000,-1578,-762,-798,-534,-522,-486,0
0.701924,1,226,374378000,380164000,380175000,-638,698,-658,-514,-62,-94,0
0.702519,2,7,364338000,380165000,380176000,-1541,-739,-781,-523,-509,-467,0
0.711988,1,227,374388000,380174000,380185000,-601,721,-641,-503,-49,-113,0
0.712597,2,8,364349000,380176000,380186000,-1504,-716,-764,-512,-496,-448,0
0.722245,1,228,374398000,380185000,380195000,-564,744,-624,-492,-36,-132,0
0.722809,2,9,364359000,380186000,380197000,-1467,-693,-747,-501,-483,-429,0
0.731122,1,229,374408000,380195000,380205000,-527,767,-607,-481,-23,-151,0
0.733329,2,10,364369000,380196000,380207000,-1430,-670,-730,-490,-470,-410,0
0.741275,1,230,374418000,380204000,380215000,-490,790,-590,-470,-10,-170,0
0.743631,2,11,364380000,380207000,380217000,-1393,-647,-713,-479,-457,-391,0
0.751520,1,231,374428000,380214000,380225000,-453,813,-573,-459,3,-189,0
0.753694,2,12,364390000,380217000,380228000,-1356,-624,-696,-468,-444,-372,0
0.761430,1,232,374438000,380224000,380235000,-416,836,-556,-448,16,-208,0
0.763857,2,13,364400000,380227000,380238000,-1319,-601,-679,-457,-431,-353,0
0.771725,1,233,374449000,380235000,380245000,-379,859,-539,-437,29,-227,0
0.773991,2,14,364410000,380238000,380248000,-1282,-578,-662,-446,-418,-334,0
0.781650,1,234,374459000,380245000,380256000,-342,882,-522,-426,42,-246,0
0.784177,2,15,364420000,380247000,380258000,-1245,-555,-645,-435,-405,-315,0
0.791801,1,235,374469000,380255000,380266000,-305,895,-505,-415,55,-265,0
0.794482,2,16,364430000,380257000,380268000,-1208,-532,-628,-424,-392,-296,0
0.802504,1,236,374479000,380266000,380276000,-268,872,-488,-404,68,-284,0
0.804413,2,17,364440000,380267000,380278000,-1171,-509,-611,-413,-379,-277,0
0.812127,1,237,374489000,380276000,380286000,-231,849,-471,-393,81,-303,0
0.814554,2,18,364451000,380278000,380288000,-1134,-486,-594,-402,-366,-258,0
0.822195,1,238,374499000,380285000,380296000,-194,826,-454,-382,94,-322,0
0.824533,2,19,364461000,380288000,380298000,-1097,-463,-577,-391,-353,-239,0
0.832439,1,239,374509000,380295000,380306000,-157,803,-437,-371,107,-341,0
0.834563,2,20,364471000,380298000,380309000,-1060,-440,-560,-380,-340,-220,0
0.842603,1,240,374519000,380305000,380316000,-120,780,-420,-360,120,-360,0
0.844798,2,21,364481000,380308000,380319000,-1023,-417,-543,-369,-327,-201,0
0.852643,1,241,374530000,380316000,380326000,-83,757,-403,-349,133,-379,0
0.855018,2,22,364491000,380319000,380329000,-986,-394,-526,-358,-314,-182,0
0.864616,1,242,374540000,380326000,380337000,-46,734,-386,-338,146,-398,0
0.865269,2,23,364501000,380328000,380339000,-949,-371,-509,-347,-301,-163,0
0.874822,1,243,374550000,380335000,380347000,-9,711,-369,-327,159,-417,0
0.875448,2,24,364511000,380338000,380349000,-912,-348,-492,-336,-288,-144,0
0.884340,1,244,374561000,380347000,380357000,28,688,-352,-316,172,-436,0
0.885074,2,25,364521000,380348000,380359000,-875,-325,-475,-325,-275,-125,0
0.894651,1,245,374571000,380357000,380368000,65,665,-335,-305,185,-455,0
0.895282,2,26,364532000,380359000,380369000,-838,-302,-458,-314,-262,-106,0
0.905099,1,246,374581000,380367000,380378000,102,642,-318,-294,198,-474,0
0.905678,2,27,364542000,380369000,380379000,-801,-279,-441,-303,-249,-87,0
0.914917,1,247,374591000,380378000,380388000,139,619,-301,-283,211,-493,0
0.915534,2,28,364552000,380379000,380390000,-764,-256,-424,-292,-236,-68,0
0.925109,1,248,374601000,380387000,380398000,176,596,-284,-272,224,-512,0
0.925683,2,29,364562000,380389000,380400000,-727,-233,-407,-281,-223,-49,0
0.935152,1,249,374611000,380397000,380408000,213,573,-267,-261,237,-531,0
0.935934,2,30,364572000,380399000,380410000,-690,-210,-390,-270,-210,-30,0
0.945631,1,250,374621000,380407000,380418000,250,550,-250,-250,250,-550,0
0.946254,2,31,364582000,380409000,380420000,-653,-187,-373,-259,-197,-11,0
0.955766,1,251,374631000,380417000,380428000,287,527,-233,-239,263,-569,0
0.956488,2,32,364592000,380419000,380430000,-616,-164,-356,-248,-184,8,0
0.966017,1,252,374642000,380428000,380439000,324,504,-216,-228,276,-588,0
0.966583,2,33,364602000,380429000,380440000,-579,-141,-339,-237,-171,27,0
0.976178,1,253,374652000,380438000,380449000,361,481,-199,-217,289,-593,0
0.976740,2,34,364613000,380440000,380450000,-542,-118,-322,-226,-158,46,0
0.984833,1,254,374662000,380449000,380459000,398,458,-182,-206,302,-574,0
0.987303,2,35,364623000,380450000,380461000,-505,-95,-305,-215,-145,65,0
0.996655,1,255,374672000,380459000,380469000,435,435,-165,-195,315,-555,0
0.997677,2,36,364633000,380459000,380471000,-468,-72,-288,-204,-132,84,0
1.005223,1,0,374682000,380468000,380479000,-1800,-900,-900,-600,-600,-600,0
1.007489,2,37,364644000,380471000,380481000,-431,-49,-271,-193,-119,103,0
1.015303,1,1,374692000,380478000,380489000,-1763,-877,-883,-589,-587,-581,0
1.017664,2,38,364654000,380481000,380492000,-394,-26,-254,-182,-106,122,0
1.025447,1,2,374702000,380488000,380499000,-1726,-854,-866,-578,-574,-562,0
1.027690,2,39,364664000,380491000,380502000,-357,-3,-237,-171,-93,141,0
1.035780,1,3,374713000,380499000,380509000,-1689,-831,-849,-567,-561,-543,0
1.037973,2,40,364674000,380502000,380512000,-320,20,-220,-160,-80,160,0
1.045642,1,4,374723000,380509000,380520000,-1652,-808,-832,-556,-548,-524,0
1.048002,2,41,364684000,380511000,380522000,-283,43,-203,-149,-67,179,0
1.056005,1,5,374733000,380519000,380530000,-1615,-785,-815,-545,-535,-505,0
1.058223,2,42,364694000,380521000,380532000,-246,66,-186,-138,-54,198,0
1.066053,1,6,374743000,380530000,380540000,-1578,-762,-798,-534,-522,-486,0
1.068367,2,43,364704000,380531000,380542000,-209,89,-169,-127,-41,217,0
1.076223,1,7,374753000,380540000,380550000,-1541,-739,-781,-523,-509,-467,0
1.078527,2,44,364715000,380542000,380552000,-172,112,-152,-116,-28,236,0
1.086206,1,8,374763000,380549000,380560000,-1504,-716,-764,-512,-496,-448,0
1.088520,2,45,364725000,380552000,380562000,-135,135,-135,-105,-15,255,0
1.096458,1,9,374773000,380559000,380570000,-1467,-693,-747,-501,-483,-429,0
1.098678,2,46,364735000,380562000,380573000,-98,158,-118,-94,-2,274,0
1.106527,1,10,374783000,380569000,380580000,-1430,-670,-730,-490,-470,-410,0
1.108758,2,47,364745000,380572000,380583000,-61,181,-101,-83,11,293,0
1.118490,1,11,374794000,380580000,380591000,-1393,-647,-713,-479,-457,-391,0
1.119183,2,48,364755000,380583000,380593000,-24,204,-84,-72,24,312,0
1.128153,1,12,374804000,380589000,380601000,-1356,-624,-696,-468,-444,-372,0
1.128725,2,49,364765000,380592000,380603000,13,227,-67,-61,37,331,0
1.138214,1,13,374814000,380600000,380611000,-1319,-601,-679,-457,-431,-353,0
1.138798,2,50,364775000,380602000,380613000,50,250,-50,-50,50,350,0
1.148890,1,14,374825000,380611000,380621000,-1282,-578,-662,-446,-418,-334,0
1.149455,2,51,364785000,380612000,380623000,87,273,-33,-39,63,369,0
1.159025,1,15,374835000,380621000,380632000,-1245,-555,-645,-435,-405,-315,0
1.159599,2,52,364796000,380623000,380633000,124,296,-16,-28,76,388,0
1.168751,1,16,374845000,380631000,380642000,-1208,-532,-628,-424,-392,-296,0
1.169364,2,53,364806000,380633000,380643000,161,319,1,-17,89,407,0
1.178906,1,17,374855000,380642000,380652000,-1171,-509,-611,-413,-379,-277,0
1.179444,2,54,364816000,380643000,380654000,198,342,18,-6,102,426,0
1.189028,1,18,374865000,380651000,380662000,-1134,-486,-594,-402,-366,-258,0
1.189561,2,55,364826000,380653000,380664000,235,365,35,5,115,445,0
1.199178,1,19,374875000,380661000,380672000,-1097,-463,-577,-391,-353,-239,0
1.199715,2,56,364836000,380663000,380674000,272,388,52,16,128,464,0
1.209692,1,20,374885000,380671000,380682000,-1060,-440,-560,-380,-340,-220,0
1.210279,2,57,364846000,380673000,380684000,309,411,69,27,141,483,0
1.219860,1,21,374895000,380681000,380692000,-1023,-417,-543,-369,-327,-201,0
1.220451,2,58,364856000,380683000,380694000,346,434,86,38,154,502,0
1.229742,1,22,374906000,380692000,380703000,-986,-394,-526,-358,-314,-182,0
1.230371,2,59,364867000,380694000,380704000,383,457,103,49,167,521,0
1.238775,1,23,374916000,380702000,380713000,-949,-371,-509,-347,-301,-163,0
1.241153,2,60,364877000,380704000,380715000,420,480,120,60,180,540,0
1.248940,1,24,374926000,380713000,380723000,-912,-348,-492,-336,-288,-144,0
1.251404,2,61,364887000,380713000,380725000,457,503,137,71,193,559,0
1.259192,1,25,374936000,380723000,380733000,-875,-325,-475,-325,-275,-125,0
1.261305,2,62,364897000,380724000,380735000,494,526,154,82,206,578,0
1.269242,1,26,374946000,380732000,380743000,-838,-302,-458,-314,-262,-106,0
1.271468,2,63,364908000,380735000,380745000,531,549,171,93,219,597,0
1.279323,1,27,374956000,380742000,380753000,-801,-279,-441,-303,-249,-87,0
1.281585,2,64,364918000,380745000,380756000,568,572,188,104,232,584,0
1.289454,1,28,374966000,380752000,380763000,-764,-256,-424,-292,-236,-68,0
1.291732,2,65,364928000,380755000,380766000,605,595,205,115,245,565,0
1.299974,1,29,374977000,380763000,380773000,-727,-233,-407,-281,-223,-49,0
1.301757,2,66,364938000,380766000,380776000,642,618,222,126,258,546,0
1.309669,1,30,374987000,380773000,380784000,-690,-210,-390,-270,-210,-30,0
1.311912,2,67,364948000,380775000,380786000,679,641,239,137,271,527,0
1.319925,1,31,374997000,380783000,380794000,-653,-187,-373,-259,-197,-11,0
1.322220,2,68,364958000,380785000,380796000,716,664,256,148,284,508,0
1.330058,1,32,375007000,380794000,380804000,-616,-164,-356,-248,-184,8,0
1.332325,2,69,364968000,380795000,380806000,753,687,273,159,297,489,0
1.340160,1,33,375017000,380804000,380814000,-579,-141,-339,-237,-171,27,0
1.342436,2,70,364979000,380806000,380816000,790,710,290,170,310,470,0
1.350137,1,34,375027000,380813000,380824000,-542,-118,-322,-226,-158,46,0
1.352572,2,71,364989000,380816000,380826000,827,733,307,181,323,451,0
1.360234,1,35,375037000,380823000,380834000,-505,-95,-305,-215,-145,65,0
1.362561,2,72,364999000,380826000,380837000,864,756,324,192,336,432,0
1.371956,1,36,375048000,380834000,380845000,-468,-72,-288,-204,-132,84,0
1.372510,2,73,365009000,380836000,380847000,901,779,341,203,349,413,0
1.382504,1,37,375058000,380843000,380855000,-431,-49,-271,-193,-119,103,0
1.383150,2,74,365019000,380847000,380857000,938,802,358,214,362,394,0
1.392570,1,38,375068000,380854000,380865000,-394,-26,-254,-182,-106,122,0
1.393164,2,75,365029000,380856000,380867000,975,825,375,225,375,375,0
1.402338,1,39,375078000,380864000,380875000,-357,-3,-237,-171,-93,141,0
1.402946,2,76,365039000,380866000,380877000,1012,848,392,236,388,356,0
1.412790,1,40,375089000,380875000,380885000,-320,20,-220,-160,-80,160,0
1.413395,2,77,365049000,380876000,380887000,1049,871,409,247,401,337,0
1.422452,1,41,375099000,380885000,380896000,-283,43,-203,-149,-67,179,0
1.423090,2,78,365060000,380887000,380897000,1086,894,426,258,414,318,0
1.433138,1,42,375109000,380895000,380906000,-246,66,-186,-138,-54,198,0
1.433730,2,79,365070000,380897000,380907000,1123,883,443,269,427,299,0
1.442939,1,43,375119000,380906000,380916000,-209,89,-169,-127,-41,217,0
1.443484,2,80,365080000,380907000,380918000,1160,860,460,280,440,280,0
1.453024,1,44,375129000,380915000,380926000,-172,112,-152,-116,-28,236,0
1.453574,2,81,365090000,380917000,380928000,1197,837,477,291,453,261,0
1.462946,1,45,375139000,380925000,380936000,-135,135,-135,-105,-15,255,0
1.463533,2,82,365100000,380927000,380938000,1234,814,494,302,466,242,0
1.473635,1,46,375149000,380935000,380946000,-98,158,-118,-94,-2,274,0
1.474221,2,83,365110000,380937000,380948000,1271,791,511,313,479,223,0
1.483770,1,47,375160000,380946000,380956000,-61,181,-101,-83,11,293,0
1.484374,2,84,365120000,380947000,380958000,1308,768,528,324,492,204,0
1.492637,1,48,375170000,380956000,380967000,-24,204,-84,-72,24,312,0
1.495011,2,85,365131000,380958000,380969000,1345,745,545,335,505,185,0
1.504459,1,49,375180000,380966000,380977000,13,227,-67,-61,37,331,0
1.505425,2,86,365141000,380967000,380979000,1382,722,562,346,518,166,0
1.512814,1,50,375190000,380977000,380987000,50,250,-50,-50,50,350,0
1.515134,2,87,365151000,380978000,380989000,1419,699,579,357,531,147,0
1.523088,1,51,375200000,380987000,380997000,87,273,-33,-39,63,369,0
1.525394,2,88,365161000,380988000,380999000,1456,676,596,368,544,128,0
1.533227,1,52,375210000,380996000,381007000,124,296,-16,-28,76,388,0
1.535553,2,89,365172000,380999000,381009000,1493,653,613,379,557,109,0
1.543230,1,53,375220000,381006000,381017000,161,319,1,-17,89,407,0
1.545607,2,90,365182000,381009000,381020000,1530,630,630,390,570,90,0
1.553438,1,54,375230000,381016000,381027000,198,342,18,-6,102,426,0
1.555736,2,91,365192000,381019000,381030000,1567,607,647,401,583,71,0
1.563531,1,55,375241000,381027000,381037000,235,365,35,5,115,445,0
1.565816,2,92,365202000,381030000,381040000,1604,584,664,412,596,52,0
1.573632,1,56,375251000,381037000,381048000,272,388,52,16,128,464,0
1.576184,2,93,365212000,381039000,381050000,1641,561,681,423,591,33,0
1.583757,1,57,375261000,381047000,381058000,309,411,69,27,141,483,0
1.586251,2,94,365222000,381049000,381060000,1678,538,698,434,578,14,0
1.593986,1,58,375271000,381058000,381068000,346,434,86,38,154,502,0
1.596348,2,95,365232000,381059000,381070000,1715,515,715,445,565,-5,0
1.604170,1,59,375281000,381067000,381078000,383,457,103,49,167,521,0
1.606328,2,96,365243000,381070000,381080000,1752,492,732,456,552,-24,0
1.614140,1,60,375291000,381077000,381088000,420,480,120,60,180,540,0
1.616536,2,97,365253000,381080000,381090000,1789,469,749,467,539,-43,0
1.625978,1,61,375302000,381088000,381099000,457,503,137,71,193,559,0
1.626551,2,98,365263000,381090000,381101000,1774,446,766,478,526,-62,0
1.635920,1,62,375312000,381098000,381109000,494,526,154,82,206,578,0
1.636513,2,99,365273000,381100000,381111000,1737,423,783,489,513,-81,0
1.646383,1,63,375322000,381108000,381119000,531,549,171,93,219,597,0
1.647057,2,100,365283000,381111000,381121000,1700,400,800,500,500,-100,0
1.656554,1,64,375332000,381118000,381129000,568,572,188,104,232,584,0
1.657182,2,101,365293000,381120000,381131000,1663,377,817,511,487,-119,0
1.666206,1,65,375342000,381128000,381139000,605,595,205,115,245,565,0
1.666891,2,102,365303000,381130000,381141000,1626,354,834,522,474,-138,0
1.676419,1,66,375353000,381139000,381149000,642,618,222,126,258,546,0
1.677173,2,103,365313000,381140000,381151000,1589,331,851,533,461,-157,0
1.686613,1,67,375363000,381149000,381160000,679,641,239,137,271,527,0
1.687238,2,104,365324000,381151000,381161000,1552,308,868,544,448,-176,0
1.696710,1,68,375373000,381159000,381170000,716,664,256,148,284,508,0
1.697378,2,105,365334000,381161000,381171000,1515,285,885,555,435,-195,0
1.706807,1,69,375383000,381170000,381180000,753,687,273,159,297,489,0
1.707412,2,106,365344000,381171000,381182000,1478,262,898,566,422,-214,0
1.717071,1,70,375393000,381179000,381190000,790,710,290,170,310,470,0
1.717661,2,107,365354000,381181000,381192000,1441,239,881,577,409,-233,0
1.727163,1,71,375403000,381189000,381200000,827,733,307,181,323,451,0
1.727747,2,108,365364000,381191000,381202000,1404,216,864,588,396,-252,0
1.737700,1,72,375413000,381199000,381210000,864,756,324,192,336,432,0
1.738324,2,109,365374000,381201000,381212000,1367,193,847,599,383,-271,0
1.746562,1,73,375424000,381210000,381220000,901,779,341,203,349,413,0
1.748916,2,110,365385000,381212000,381223000,1330,170,830,590,370,-290,0
1.756766,1,74,375434000,381220000,381231000,938,802,358,214,362,394,0
1.758933,2,111,365395000,381221000,381233000,1293,147,813,579,357,-309,0
1.766783,1,75,375444000,381230000,381241000,975,825,375,225,375,375,0
1.769202,2,112,365405000,381232000,381243000,1256,124,796,568,344,-328,0
1.776824,1,76,375454000,381241000,381251000,1012,848,392,236,388,356,0
1.779336,2,113,365415000,381242000,381253000,1219,101,779,557,331,-347,0
1.787055,1,77,375464000,381251000,381261000,1049,871,409,247,401,337,0
1.789592,2,114,365425000,381252000,381263000,1182,78,762,546,318,-366,0
1.797227,1,78,375474000,381260000,381271000,1086,894,426,258,414,318,0
1.799741,2,115,365436000,381263000,381273000,1145,55,745,535,305,-385,0
1.807397,1,79,375484000,381270000,381281000,1123,883,443,269,427,299,0
