sample_offset_s,node,seq,node_us,sync_us,rx_us,yaw_cd,pitch_cd,roll_cd,x_mm,y_mm,z_mm,gaps
0.549410,2,188,285586000,301415000,301427000,-1556,-176,-496,-268,-556,572,0
0.558900,1,152,295636000,301425000,301435000,-224,-796,116,128,-176,-112,0
0.559467,2,189,285596000,301425000,301437000,-1593,-153,-513,-279,-543,591,0
0.569053,1,153,295646000,301435000,301445000,-261,-819,99,117,-189,-93,0
0.569622,2,190,285607000,301437000,301447000,-1630,-130,-530,-290,-530,590,0
0.579044,1,154,295656000,301445000,301455000,-298,-842,82,106,-202,-74,0
0.579674,2,191,285617000,301447000,301457000,-1667,-107,-547,-301,-517,571,0
0.588889,1,155,295666000,301455000,301465000,-335,-865,65,95,-215,-55,0
0.589458,2,192,285627000,301457000,301467000,-1704,-84,-564,-312,-504,552,0
0.599464,1,156,295676000,301464000,301475000,-372,-888,48,84,-228,-36,0
0.600165,2,193,285637000,301467000,301477000,-1741,-61,-581,-323,-491,533,0
0.609393,1,157,295686000,301474000,301486000,-409,-889,31,73,-241,-17,0
0.610048,2,194,285647000,301476000,301487000,-1778,-38,-598,-334,-478,514,0
0.619148,1,158,295696000,301484000,301496000,-446,-866,14,62,-254,2,0
0.619928,2,195,285657000,301486000,301497000,-1785,-15,-615,-345,-465,495,0
0.628499,1,159,295707000,301496000,301506000,-483,-843,-3,51,-267,21,0
0.630826,2,196,285668000,301497000,301508000,-1748,8,-632,-356,-452,476,0
0.638463,1,160,295717000,301506000,301516000,-520,-820,-20,40,-280,40,0
0.640982,2,197,285678000,301506000,301518000,-1711,31,-649,-367,-439,457,0
0.648761,1,161,295727000,301516000,301526000,-557,-797,-37,29,-293,59,0
0.651171,2,198,285688000,301517000,301528000,-1674,54,-666,-378,-426,438,0
0.658980,1,162,295737000,301526000,301536000,-594,-774,-54,18,-306,78,0
0.661269,2,199,285698000,301527000,301539000,-1637,77,-683,-389,-413,419,0
0.669046,1,163,295747000,301536000,301546000,-631,-751,-71,7,-319,97,0
0.671329,2,200,285709000,301538000,301549000,-1600,100,-700,-400,-400,400,0
0.679154,1,164,295757000,301545000,301556000,-668,-728,-88,-4,-332,116,0
0.681415,2,201,285719000,301549000,301559000,-1563,123,-717,-411,-387,381,0
0.689292,1,165,295767000,301555000,301567000,-705,-705,-105,-15,-345,135,0
0.691541,2,202,285729000,301559000,301569000,-1526,146,-734,-422,-374,362,0
0.699445,1,166,295777000,301565000,301577000,-742,-682,-122,-26,-358,154,0
0.701806,2,203,285739000,301569000,301579000,-1489,169,-751,-433,-361,343,0
0.709558,1,167,295788000,301577000,301587000,-779,-659,-139,-37,-371,173,0
0.712045,2,204,285749000,301579000,301589000,-1452,192,-768,-444,-348,324,0
0.719604,1,168,295798000,301587000,301597000,-816,-636,-156,-48,-384,192,0
0.722105,2,205,285759000,301588000,301599000,-1415,215,-785,-455,-335,305,0
0.729874,1,169,295808000,301597000,301607000,-853,-613,-173,-59,-397,211,0
0.732395,2,206,285769000,301598000,301609000,-1378,238,-802,-466,-322,286,0
0.739945,1,170,295818000,301607000,301617000,-890,-590,-190,-70,-410,230,0
0.742347,2,207,285779000,301608000,301620000,-1341,261,-819,-477,-309,267,0
0.750132,1,171,295828000,301616000,301627000,-927,-567,-207,-81,-423,249,0
0.752434,2,208,285790000,301619000,301630000,-1304,284,-836,-488,-296,248,0
0.761933,1,172,295839000,301627000,301638000,-964,-544,-224,-92,-436,268,0
0.762640,2,209,285800000,301630000,301640000,-1267,307,-853,-499,-283,229,0
0.772080,1,173,295849000,301637000,301648000,-1001,-521,-241,-103,-449,287,0
0.772676,2,210,285810000,301640000,301650000,-1230,330,-870,-510,-270,210,0
0.782326,1,174,295859000,301647000,301658000,-1038,-498,-258,-114,-462,306,0
0.782952,2,211,285820000,301650000,301660000,-1193,353,-887,-521,-257,191,0
0.792490,1,175,295869000,301657000,301669000,-1075,-475,-275,-125,-475,325,0
0.793194,2,212,285830000,301659000,301670000,-1156,376,-896,-532,-244,172,0
0.802610,1,176,295879000,301667000,301679000,-1112,-452,-292,-136,-488,344,0
0.803244,2,213,285840000,301669000,301680000,-1119,399,-879,-543,-231,153,0
0.812423,1,177,295889000,301678000,301689000,-1149,-429,-309,-147,-501,363,0
0.813061,2,214,285850000,301679000,301691000,-1082,422,-862,-554,-218,134,0
0.822949,1,178,295900000,301689000,301699000,-1186,-406,-326,-158,-514,382,0
0.823542,2,215,285860000,301689000,301701000,-1045,445,-845,-565,-205,115,0
0.832637,1,179,295910000,301699000,301709000,-1223,-383,-343,-169,-527,401,0
0.833248,2,216,285871000,301701000,301711000,-1008,468,-828,-576,-192,96,0
0.842958,1,180,295920000,301709000,301719000,-1260,-360,-360,-180,-540,420,0
0.843572,2,217,285881000,301711000,301721000,-971,491,-811,-587,-179,77,0
0.852889,1,181,295930000,301719000,301729000,-1297,-337,-377,-191,-553,439,0
0.853450,2,218,285891000,301721000,301731000,-934,514,-794,-598,-166,58,0
0.864616,2,219,285901000,301731000,301742000,-897,537,-777,-591,-153,39,0
0.873105,1,183,295950000,301738000,301750000,-1371,-291,-411,-213,-579,477,1
0.873702,2,220,285911000,301738000,301751000,-860,560,-760,-580,-140,20,0
0.882379,1,184,295960000,301740000,301760000,-1408,-268,-428,-224,-592,496,0
0.884547,2,221,285922000,301752000,301762000,-823,583,-743,-569,-127,1,0
0.894302,1,185,295971000,301760000,301770000,-1445,-245,-445,-235,-595,515,0
0.895253,2,222,285932000,301761000,301772000,-786,606,-726,-558,-114,-18,0
0.902641,1,186,295981000,301770000,301780000,-1482,-222,-462,-246,-582,534,0
0.905025,2,223,285942000,301771000,301782000,-749,629,-709,-547,-101,-37,0
0.912859,1,187,295991000,301780000,301790000,-1519,-199,-479,-257,-569,553,0
0.915093,2,224,285952000,301781000,301792000,-712,652,-692,-536,-88,-56,0
0.922986,1,188,296001000,301790000,301800000,-1556,-176,-496,-268,-556,572,0
0.925273,2,225,285962000,301791000,301803000,-675,675,-675,-525,-75,-75,0
0.933122,1,189,296011000,301800000,301810000,-1593,-153,-513,-279,-543,591,0
0.935359,2,226,285973000,301802000,301813000,-638,698,-658,-514,-62,-94,0
0.943260,1,190,296021000,301809000,301820000,-1630,-130,-530,-290,-530,590,0
0.945569,2,227,285983000,301813000,301823000,-601,721,-641,-503,-49,-113,0
0.953411,1,191,296031000,301819000,301831000,-1667,-107,-547,-301,-517,571,0
0.955494,2,228,285993000,301823000,301833000,-564,744,-624,-492,-36,-132,0
0.963407,1,192,296041000,301829000,301841000,-1704,-84,-564,-312,-504,552,0
0.965681,2,229,286003000,301833000,301843000,-527,767,-607,-481,-23,-151,0
0.973572,1,193,296052000,301841000,301851000,-1741,-61,-581,-323,-491,533,0
0.975991,2,230,286013000,301843000,301853000,-490,790,-590,-470,-10,-170,0
0.983571,1,194,296062000,301851000,301861000,-1778,-38,-598,-334,-478,514,0
0.985934,2,231,286023000,301852000,301863000,-453,813,-573,-459,3,-189,0
0.993812,1,195,296072000,301861000,301871000,-1785,-15,-615,-345,-465,495,0
0.996176,2,232,286033000,301862000,301873000,-416,836,-556,-448,16,-208,0
1.003982,1,196,296082000,301871000,301881000,-1748,8,-632,-356,-452,476,0
1.006325,2,233,286043000,301872000,301884000,-379,859,-539,-437,29,-227,0
1.015808,1,197,296093000,301881000,301892000,-1711,31,-649,-367,-439,457,0
1.016416,2,234,286054000,301883000,301894000,-342,882,-522,-426,42,-246,0
1.026030,1,198,296103000,301891000,301902000,-1674,54,-666,-378,-426,438,0
1.026599,2,235,286064000,301894000,301904000,-305,895,-505,-415,55,-265,0
1.035710,1,199,296113000,301902000,301912000,-1637,77,-683,-389,-413,419,0
1.036339,2,236,286074000,301904000,301914000,-268,872,-488,-404,68,-284,0
1.046136,1,200,296123000,301911000,301922000,-1600,100,-700,-400,-400,400,0
1.046774,2,237,286084000,301914000,301924000,-231,849,-471,-393,81,-303,0
1.056274,1,201,296133000,301921000,301933000,-1563,123,-717,-411,-387,381,0
1.057031,2,238,286094000,301923000,301934000,-194,826,-454,-382,94,-322,0
1.066123,1,202,296143000,301931000,301943000,-1526,146,-734,-422,-374,362,0
1.066710,2,239,286104000,301933000,301944000,-157,803,-437,-371,107,-341,0
1.076686,1,203,296153000,301942000,301953000,-1489,169,-751,-433,-361,343,0
1.077292,2,240,286114000,301943000,301955000,-120,780,-420,-360,120,-360,0
1.086480,1,204,296164000,301953000,301963000,-1452,192,-768,-444,-348,324,0
1.087157,2,241,286125000,301954000,301965000,-83,757,-403,-349,133,-379,0
1.096577,1,205,296174000,301963000,301973000,-1415,215,-785,-455,-335,305,0
1.097204,2,242,286135000,301965000,301975000,-46,734,-386,-338,146,-398,0
1.107000,1,206,296184000,301973000,301983000,-1378,238,-802,-466,-322,286,0
1.107595,2,243,286145000,301975000,301985000,-9,711,-369,-327,159,-417,0
1.116899,1,207,296194000,301983000,301993000,-1341,261,-819,-477,-309,267,0
1.117457,2,244,286155000,301985000,301995000,28,688,-352,-316,172,-436,0
1.127423,1,208,296204000,301992000,302003000,-1304,284,-836,-488,-296,248,0
1.128076,2,245,286165000,301995000,302005000,65,665,-335,-305,185,-455,0
1.136274,1,209,296214000,302002000,302014000,-1267,307,-853,-499,-283,229,0
1.138599,2,246,286176000,302005000,302016000,102,642,-318,-294,198,-474,0
1.146706,1,210,296224000,302012000,302024000,-1230,330,-870,-510,-270,210,0
1.148702,2,247,286186000,302015000,302026000,139,619,-301,-283,211,-493,0
1.156593,1,211,296235000,302024000,302034000,-1193,353,-887,-521,-257,191,0
1.158858,2,248,286196000,302026000,302036000,176,596,-284,-272,224,-512,0
1.166614,1,212,296245000,302034000,302044000,-1156,376,-896,-532,-244,172,0
1.169040,2,249,286206000,302035000,302046000,213,573,-267,-261,237,-531,0
1.176707,1,213,296255000,302044000,302054000,-1119,399,-879,-543,-231,153,0
1.179163,2,250,286216000,302045000,302056000,250,550,-250,-250,250,-550,0
1.186955,1,214,296265000,302054000,302064000,-1082,422,-862,-554,-218,134,0
1.189233,2,251,286226000,302055000,302067000,287,527,-233,-239,263,-569,0
1.197037,1,215,296275000,302064000,302074000,-1045,445,-845,-565,-205,115,0
1.199365,2,252,286237000,302066000,302077000,324,504,-216,-228,276,-588,0
1.207325,1,216,296285000,302073000,302084000,-1008,468,-828,-576,-192,96,0
1.209510,2,253,286247000,302077000,302087000,361,481,-199,-217,289,-593,0
1.217325,1,217,296295000,302083000,302095000,-971,491,-811,-587,-179,77,0
1.219520,2,254,286257000,302087000,302097000,398,458,-182,-206,302,-574,0
1.227432,1,218,296305000,302093000,302105000,-934,514,-794,-598,-166,58,0
1.229826,2,255,286267000,302097000,302107000,435,435,-165,-195,315,-555,0
1.237545,1,219,296316000,302105000,302115000,-897,537,-777,-591,-153,39,0
1.239912,2,0,286277000,302107000,302117000,-1800,-900,-900,-600,-600,-600,0
1.247567,1,220,296326000,302115000,302125000,-860,560,-760,-580,-140,20,0
1.250058,2,1,286287000,302116000,302127000,-1763,-877,-883,-589,-587,-581,0
1.257739,1,221,296336000,302125000,302135000,-823,583,-743,-569,-127,1,0
1.260290,2,2,286297000,302126000,302137000,-1726,-854,-866,-578,-574,-562,0
1.269794,1,222,296347000,302136000,302146000,-786,606,-726,-558,-114,-18,0
1.270483,2,3,286307000,302136000,302148000,-1689,-831,-849,-567,-561,-543,0
1.279819,1,223,296357000,302145000,302156000,-749,629,-709,-547,-101,-37,0
1.280680,2,4,286318000,302147000,302158000,-1652,-808,-832,-556,-548,-524,0
1.289915,1,224,296367000,302156000,302166000,-712,652,-692,-536,-88,-56,0
1.290585,2,5,286328000,302158000,302168000,-1615,-785,-815,-545,-535,-505,0
1.299882,1,225,296377000,302166000,302176000,-675,675,-675,-525,-75,-75,0
1.300455,2,6,286338000,302168000,302178000,-1578,-762,-798,-534,-522,-486,0
1.310257,1,226,296387000,302175000,302186000,-638,698,-658,-514,-62,-94,0
1.310882,2,7,286348000,302178000,302188000,-1541,-739,-781,-523,-509,-467,0
1.320251,1,227,296397000,302185000,302196000,-601,721,-641,-503,-49,-113,0
1.320945,2,8,286358000,302187000,302198000,-1504,-716,-764,-512,-496,-448,0
1.330526,1,228,296407000,302195000,302207000,-564,744,-624,-492,-36,-132,0
1.331140,2,9,286368000,302197000,302208000,-1467,-693,-747,-501,-483,-429,0
1.340313,1,229,296417000,302205000,302217000,-527,767,-607,-481,-23,-151,0
1.340913,2,10,286378000,302207000,302218000,-1430,-670,-730,-490,-470,-410,0
1.350911,1,230,296428000,302217000,302227000,-490,790,-590,-470,-10,-170,0
1.351663,2,11,286389000,302218000,302229000,-1393,-647,-713,-479,-457,-391,0
1.360925,1,231,296438000,302227000,302237000,-453,813,-573,-459,3,-189,0
1.361552,2,12,286399000,302228000,302239000,-1356,-624,-696,-468,-444,-372,0
1.371086,1,232,296448000,302237000,302247000,-416,836,-556,-448,16,-208,0
1.371653,2,13,286409000,302239000,302249000,-1319,-601,-679,-457,-431,-353,0
1.380862,1,233,296458000,302247000,302257000,-379,859,-539,-437,29,-227,0
1.381448,2,14,286419000,302249000,302259000,-1282,-578,-662,-446,-418,-334,0
1.390062,1,234,296468000,302256000,302267000,-342,882,-522,-426,42,-246,0
1.392411,2,15,286430000,302260000,302270000,-1245,-555,-645,-435,-405,-315,0
1.401960,1,235,296478000,302266000,302278000,-305,895,-505,-415,55,-265,0
1.402884,2,16,286440000,302269000,302280000,-1208,-532,-628,-424,-392,-296,0
1.410404,1,236,296488000,302276000,302288000,-268,872,-488,-404,68,-284,0
1.412850,2,17,286450000,302280000,302290000,-1171,-509,-611,-413,-379,-277,0
1.420516,1,237,296499000,302288000,302298000,-231,849,-471,-393,81,-303,0
1.422808,2,18,286460000,302290000,302300000,-1134,-486,-594,-402,-366,-258,0
1.430501,1,238,296509000,302298000,302308000,-194,826,-454,-382,94,-322,0
1.433014,2,19,286470000,302299000,302310000,-1097,-463,-577,-391,-353,-239,0
1.440868,1,239,296519000,302308000,302318000,-157,803,-437,-371,107,-341,0
1.443142,2,20,286480000,302309000,302320000,-1060,-440,-560,-380,-340,-220,0
1.450990,1,240,296529000,302318000,302328000,-120,780,-420,-360,120,-360,0
1.453249,2,21,286490000,302319000,302331000,-1023,-417,-543,-369,-327,-201,0
1.461086,1,241,296539000,302328000,302338000,-83,757,-403,-349,133,-379,0
1.463410,2,22,286501000,302330000,302341000,-986,-394,-526,-358,-314,-182,0
1.471264,1,242,296549000,302337000,302348000,-46,734,-386,-338,146,-398,0
1.473659,2,23,286511000,302341000,302351000,-949,-371,-509,-347,-301,-163,0
1.481263,1,243,296559000,302347000,302359000,-9,711,-369,-327,159,-417,0
1.483526,2,24,286521000,302351000,302361000,-912,-348,-492,-336,-288,-144,0
1.491432,1,244,296569000,302357000,302369000,28,688,-352,-316,172,-436,0
1.493780,2,25,286531000,302361000,302371000,-875,-325,-475,-325,-275,-125,0
1.501506,1,245,296580000,302369000,302379000,65,665,-335,-305,185,-455,0
1.503833,2,26,286541000,302371000,302381000,-838,-302,-458,-314,-262,-106,0
1.511828,1,246,296590000,302379000,302389000,102,642,-318,-294,198,-474,0
1.514014,2,27,286551000,302380000,302391000,-801,-279,-441,-303,-249,-87,0
1.523562,1,247,296600000,302389000,302400000,139,619,-301,-283,211,-493,0
1.524359,2,28,286561000,302390000,302401000,-764,-256,-424,-292,-236,-68,0
1.533814,1,248,296611000,302399000,302410000,176,596,-284,-272,224,-512,0
1.534382,2,29,286571000,302400000,302412000,-727,-233,-407,-281,-223,-49,0
1.543803,1,249,296621000,302410000,302420000,213,573,-267,-261,237,-531,0
1.544456,2,30,286582000,302411000,302422000,-690,-210,-390,-270,-210,-30,0
1.554075,1,250,296631000,302420000,302430000,250,550,-250,-250,250,-550,0
1.554638,2,31,286592000,302422000,302432000,-653,-187,-373,-259,-197,-11,0
1.564090,1,251,296641000,302430000,302440000,287,527,-233,-239,263,-569,0
1.564689,2,32,286602000,302432000,302442000,-616,-164,-356,-248,-184,8,0
1.574310,1,252,296651000,302439000,302450000,324,504,-216,-228,276,-588,0
1.574948,2,33,286612000,302442000,302452000,-579,-141,-339,-237,-171,27,0
1.584455,1,253,296661000,302449000,302460000,361,481,-199,-217,289,-593,0
1.585046,2,34,286622000,302451000,302462000,-542,-118,-322,-226,-158,46,0
1.594511,1,254,296671000,302459000,302471000,398,458,-182,-206,302,-574,0
1.595218,2,35,286632000,302461000,302472000,-505,-95,-305,-215,-145,65,0
1.604342,1,255,296682000,302470000,302481000,435,435,-165,-195,315,-555,0
1.604945,2,36,286642000,302471000,302483000,-468,-72,-288,-204,-132,84,0
1.614865,1,0,296692000,302481000,302491000,-1800,-900,-900,-600,-600,-600,0
1.615444,2,37,286653000,302482000,302493000,-431,-49,-271,-193,-119,103,0
1.624848,1,1,296702000,302491000,302501000,-1763,-877,-883,-589,-587,-581,0
1.625480,2,38,286663000,302493000,302503000,-394,-26,-254,-182,-106,122,0
1.635142,1,2,296712000,302501000,302511000,-1726,-854,-866,-578,-574,-562,0
1.635691,2,39,286673000,302503000,302513000,-357,-3,-237,-171,-93,141,0
1.644090,1,3,296722000,302511000,302521000,-1689,-831,-849,-567,-561,-543,0
1.646311,2,40,286683000,302513000,302524000,-320,20,-220,-160,-80,160,0
1.654204,1,4,296732000,302520000,302531000,-1652,-808,-832,-556,-548,-524,0
1.656391,2,41,286694000,302523000,302534000,-283,43,-203,-149,-67,179,0
1.664145,1,5,296742000,302530000,302542000,-1615,-785,-815,-545,-535,-505,0
1.666739,2,42,286704000,302534000,302544000,-246,66,-186,-138,-54,198,0
1.674395,1,6,296752000,302540000,302552000,-1578,-762,-798,-534,-522,-486,0
1.676585,2,43,286714000,302544000,302554000,-209,89,-169,-127,-41,217,0
1.684595,1,7,296763000,302552000,302562000,-1541,-739,-781,-523,-509,-467,0
1.686932,2,44,286724000,302554000,302564000,-172,112,-152,-116,-28,236,0
1.694552,1,8,296773000,302562000,302572000,-1504,-716,-764,-512,-496,-448,0
1.697049,2,45,286734000,302563000,302574000,-135,135,-135,-105,-15,255,0
1.704850,1,9,296783000,302572000,302582000,-1467,-693,-747,-501,-483,-429,0
1.707110,2,46,286744000,302573000,302584000,-98,158,-118,-94,-2,274,0
1.714943,1,10,296793000,302582000,302592000,-1430,-670,-730,-490,-470,-410,0
1.717251,2,47,286754000,302583000,302595000,-61,181,-101,-83,11,293,0
1.724941,1,11,296803000,302591000,302602000,-1393,-647,-713,-479,-457,-391,0
1.727306,2,48,286765000,302594000,302605000,-24,204,-84,-72,24,312,0
1.735271,1,12,296813000,302601000,302612000,-1356,-624,-696,-468,-444,-372,0
1.737548,2,49,286775000,302605000,302615000,13,227,-67,-61,37,331,0
1.745567,1,13,296823000,302611000,302623000,-1319,-601,-679,-457,-431,-353,0
1.747615,2,50,286785000,302615000,302625000,50,250,-50,-50,50,350,0
1.755474,1,14,296833000,302621000,302633000,-1282,-578,-662,-446,-418,-334,0
1.757833,2,51,286795000,302625000,302635000,87,273,-33,-39,63,369,0
1.765611,1,15,296844000,302633000,302643000,-1245,-555,-645,-435,-405,-315,0
1.767928,2,52,286805000,302635000,302645000,124,296,-16,-28,76,388,0
1.777136,1,16,296854000,302643000,302654000,-1208,-532,-628,-424,-392,-296,0
1.777669,2,53,286815000,302644000,302655000,161,319,1,-17,89,407,0
1.787499,1,17,296864000,302652000,302664000,-1171,-509,-611,-413,-379,-277,0
